address,stutia,stuatom,stuosmo
stride18gssqdzkm3wcacls5u8ajlzht7ukxgctt5z2wn,28365130,0,0
stride18gw9kcms5jmu2memgyj8n7l3t0vn592gg9pahy,0,172722,388129
stride18gyur9n04vtagza65jqjqwz2dpavt0n0flgtqw,0,966228,0
stride18gzezjz0ug5kskpdh3p7hhp9tgm8y36jg36f6k,0,118308,269489
stride18h050qrpj8x6dztfv7d7ul0k7pd93ttku4w0mx,459999,0,0
stride18h20k8rqldtaqh4znqf7frtxl98h9m7087xezx,0,0,514051
stride18h3napq0pcy7sahav089lj863qx2mn9an0374u,0,111103,0
stride18h3wrhvs9qvmrm0ujanq08f2jh6dz9qcvz95xs,0,250143,445866
stride18h473f4mt83kkeghna78j35hsrkerl3my6cc35,1999998,0,0
stride18h6flcjmnddslqmr905r6mxlh4wf0q38m8nath,0,391587,0
stride18h7n5lgwpcjl3l2m5plmqvhkgs7x35t5rly20j,0,122858,0
stride18h88eq83wmd94hk3na9jtfk8z70rcp6je8yzej,0,0,40949091
stride18h8drj7hcput8jq03wkf43pt9y8cgqqtl6zzvz,0,498877,0
stride18hcyvzmgmc3zt83653ljnel8zjasaclcahkns7,0,569625,763152
stride18hd42ljeapjwhhs9p0rg69mpz2sqe40zx44wtu,0,0,1731235
stride18hexhkvc58a6d9a93z9vevz79p0teehz390srp,4979999,0,0
stride18hey2x4u65q9k2c5vus5q0j2wdh4lt0u2j9r45,7480000,0,0
stride18hh3fhmhkslztp995sjg9nuzxsx3jrwhuphduh,11000000,0,0
stride18hjhcp39w6sfkedz9eek5xfz0l3k2h6r9j8c28,0,908551,0
stride18hkpeqj7jlrz7f65ypmwc36tsequ52850r26n9,0,101664,0
stride18hl2man9f9rtx5u9y0wl6zpnvj5pk2ducakhln,0,1029518,0
stride18hlup68j0eh7ts3f9wxgj48c4gqc0j9g2t6se8,2878998,0,0
stride18hmenu7ygd74mzfsqmfgcg6pvvq2h7lt49qfjy,0,133447,0
stride18hmqf63u7yhwgw5w8uvvlqy42sjd004frudknh,0,1811539,0
stride18hpx3m2tmhur7mww572de294qp0vgx7rylz6cg,0,123167,0
stride18hpzhtchnhnlqcwygku0j7te08k9a9e8ephehg,8484739,0,0
stride18hqgswd697q0sqsy07gcg386jurzsjd9cldz96,22999999,385990,0
stride18hu7u4cvkl9xms3kpghd4gk2d6kut9vj09erjt,0,0,109528
stride18hy83y6at92q8gt5u9f9nhcdap6q8qhvyj07vx,0,3986706,0
stride18j249nuqwey5dvsrdg3ynjrytr0qpx5jm8wjf7,0,377444,868664
stride18j343ycdutgvdlcuc2txqev6qyf84l5aj7xeq7,15011969,0,0
stride18j50exzmjuuyspy882gzx28nwwcyxxwj4z4ds4,1779999,0,0
stride18j927nk4um2q3dqtsdadprvpqsnt0c2cq9gmaf,0,379810,254581
stride18jc6e0ffej8pakkrhqnkzcurd2td300epxaark,0,870959,0
stride18jc8h2lcpk2q0w57y3zzhaqe2hw228m2k6al6v,879979999,0,0
stride18jcv6nnyu0r3rs89mpeyuzl3h5a0qyfkj3yx03,0,348809,0
stride18jem3e68gyyjekqyqy4aewznx2pheqmqanhgkz,0,8516618,0
stride18jj8eq7xpyqdv9cdxpyxn0ulspmhx424qmfrwr,0,129946,1106436
stride18jjz2f045nc2nh5mdltlzrt3eutga2v335yc9q,219999,0,0
stride18jk2am5hz8kthhq5cjhzcm89x97djuy77svpxp,0,124975,0
stride18jkznlnrp0tukeur7ytsz4c2l8fu30cura5h4e,2399999,0,0
stride18jl4kyf0zu7h4ynvknypyvrfjhfppuakhy5vdn,0,0,125913
stride18jlc56v4gxux4wcah5njcnkxv6lde2hnrmm7x9,4325180,0,115686
stride18jljge0x75j9jmfsxdmn8wkz9cem79kvtr5qzl,0,292449,0
stride18jnqnds9xg085c3wr730ck4fvr6c0gu8qdn8qf,0,2307758,0
stride18jqfsdq68fg0fwljkrzvpkjvn2u090tkhatj58,0,254769,0
stride18js3lgv93pktmfcv57h8ulh6v89swpfgt5ag8x,0,0,120568
stride18js9qjyt02m34lz2w4ldev6lxjqxt2xa20mrxe,7999999,0,0
stride18jtj2tpzcd6vd0kkdcfdsymgzlmclw9ezhaej5,0,0,116473
stride18jtuts9ypsprd5htgemmy4ku2jptkwgnjgyver,8000000,0,0
stride18jxlg3uu26v2wjckhh5qg9h6y4xptna5ja3qap,0,374453,0
stride18jxu78t6kv2f3uf44mln73rpn99z44vqk4dl6d,10115249,0,0
stride18k0wh2n2lqxp85h9rrp2qufuyt3etspdg4ktpw,0,10589347,1893656
stride18k428zr2tgj0xmqrx2uk58qy63qfazvparj2kp,2999999,1550082,0
stride18k4l2qvlt9dh8mwmmm8qpt5zys9pduwxmwwy93,0,235360,0
stride18k5ptjxqullxdmrhkakg89rtjqjye3rnd3vd0f,0,100769,0
stride18k9u8xzg57rtlmr66h9djch0rqmw6uvkl0dn5g,0,374615,0
stride18kev8q8xe3sn72jn4274gxaacdxqf54k22da4z,40400607,0,0
stride18kf2u8ff78u8ula22gc77v4zmwpyqu6rj7la77,7979999,0,0
stride18kf3gfscwh78k6z8j84qv8wp54zhtst9kzy86e,0,1998238,0
stride18kfhd6arnhmv3swlr7ctge27v3tx98ljwvhr9y,4999998,0,0
stride18kfsu2qw34crm4fsjeze6n0nv8hhv7llt3deqc,0,0,987302
stride18kglw4m60363w8gjm6glcpnjgqaw8vdyegfl49,499999,1174353,0
stride18kkntusdpetf4uuzcz86eacfhws5a7kf6tgla9,2580000,0,0
stride18kl40ev2f79fpdmjkdycce854zrwg0c0yrcsl4,0,7380000,0
stride18km2q4dndvukf0pjluq5t2rxyrpje2juhqnjql,11272149,0,0
stride18kmrtv3kg3d5yu34mlzvj0qrdw6vm0nfxcmzpl,0,0,840292
stride18knd90psvr7peztk6fmvvg3ptxej93g88z2whl,0,4255468,0
stride18knpr5yeztrydykqxsw9xxarep4455qmgxxtux,3979999,0,0
stride18kpjj73j9ulpq9knxxgu82uzhtzjx33cxv42v2,15000000,0,0
stride18ktd4nayqq2m687pv5m4s834dcnfc3tva2508a,0,1276996,0
stride18kwhlvu570886v48gpylyyd0h430wnptz5s45p,15980000,0,0
stride18kx07q9knsfnyvud7zxm74wch435fkqgag6tay,0,163241,0
stride18kyfjlvvjc9t2026t6teg9a9vz3necmlegz7u7,0,0,16666320
stride18l07sx5mu76ntk7assa0uy4kz8ucaw82eacejl,0,141198,0
stride18l48rec9xr05s70hkextrscrd40jn3dsae7x9a,0,0,1282003
stride18l4f32zejq30u08l808c2y2lu69znzyk27yghd,24499999,0,0
stride18l6nkytrasdezyprh6y7jm6jqsmf6ytxh3g736,1000000,0,0
stride18l99jthq476p78z0ej2mqrsksqxzfv7rek688m,399999,0,0
stride18lau6n0f8jzz6cr9k2mcm4lyylkwwunwrtjjmh,0,499387,1285346
stride18lempksr78xzr54y9hn5jvagnf67lmgc2dtpfr,0,184040,352304
stride18len3r8u5tj4uhhvp87g6qddjafr4vvkkhh480,0,6425893,0
stride18lgqz5q4kzf6q4aq6emaet0vlz4jzt9jzcpsqj,0,978805,1328532
stride18lguk982fhd5daygp7kmqx9lmqzxpjce24rkx6,0,0,200721
stride18ljhprdv3tl3stzz8eweddckr35e7uha9ppq98,4979999,0,0
stride18ljpdjsgsqrw4au0fv6trz04ucgvszrk68g4h8,23980000,0,0
stride18lk96553qapp74y6kdfpmlfse7l9qrdmdshckx,0,1549160,0
stride18ll8epmhkxtpxlddhyp94ufz52z3lumlh3xpy3,3944614,0,0
stride18lmdxppeqg0djdh40v3ykxamlnl3pyf8n0j84l,0,1692638,0
stride18lnd2qfx3recvrmk865twk32jnllgacrmeu472,0,449965,4970878
stride18lnxwzu4dtxlam4sxm44jmhpyalleeysxfqu88,0,1563278,3259004
stride18lpu69jrfshzf69vv2up39cavf6lvj4c98mt7j,0,574796,1990334
stride18lq6wdshztq88skcr73x52re8watwflfswsl4e,0,0,227888
stride18lqc83qlhthlc0u0j4ux3n0rhtehy9azwudzfz,0,737843,136203
stride18lrex3gh9uss3rtww5q0jt5xcd4s5qjg7xzsef,0,0,112492
stride18ltdaydqj7plje49ejmncgkhtmjkux9t88zge8,0,5056716,0
stride18lv5fc9cscn0nxamlv0f0qp0f6h32c6d4sgn3l,0,546540,0
stride18lx4gfy30a4cww6d08hv6n6sr80ph6v2ytxdhk,0,0,12271660
stride18lxfswz35rp6ky09q4n8frcqthsz7x0dyecl2s,0,0,179098
stride18lxka45l78ljrceejj336kqc4j0r4kengqvlef,234876,0,0
stride18ly3q3wdnpc98xf9gsuk2yhftnqnztv50cpa03,2277699,109389,0
stride18lzgnk005u2hl87pv52ulwkh8yufymsrk6m6g7,0,100000000,0
stride18m26lkjly2hkck25t7sdsrnu72x0g6gxmx6mtm,15279999,927269,0
stride18m2n6wk08vwk3fcd7dyfnkvmsflx295ymntaqp,0,0,921117
stride18m3e870le72juxjn5f3e3f95k77e0svmuwepd6,0,964394,0
stride18m4x9uxyjt42lduklc9pp02hpdyxq9an8h5m2a,0,768167,1424533
stride18m5emms9vrucl4sg8669gjerkaelusdtavr9yj,1628929,0,0
stride18m6yjf6d3lvnfjjmus8ue0a26hvev4gf0jdxvf,0,50000003,0
stride18m72jaj8w4c08ss2um3329j6gq375v0t34g5th,0,429622,913857
stride18m7uj7yvwr20ly5sftswfvdy4cnm45vcrtz8kz,0,194687,0
stride18m999tftfhhxnawcttx278pfyz0an3ppa0hcz7,84097889,0,0
stride18ma55nrh6lscaag4qxm3n4kyyr0zg40mt84cx4,20159998,0,0
stride18mfpx74gf7ld8v22ehgnytrp3xmgav6waj4gs0,0,22929603,630715268
stride18mh5ps2d25j73j2vwywg4rsuzvlw9zsturg8lj,0,170225,0
stride18mjpvd2cq0q0z48s5sjkv24kwa58f0t6uhp9vk,385959998,0,0
stride18mkh55d7cqr8ad57whnwuzrx37wjag3uqjw9av,0,109454,153525
stride18mmpj8v9ryfsj5kdu9vk238mgdluvuu53jhs5c,0,303077,771848
stride18mnnp36hhanj2e5xyzd0z3400834se7dk0n4lc,7879999,0,0
stride18mqkea328zyyjn8qxy9gcjykzvm8uegy9krlr2,0,529898,0
stride18mtdewplhtns5h2s2cmjc32xrvthyu779wz4wk,0,0,871412
stride18muh9alh7mdt6wv07jcekz5f0d5tj6lmpqllyf,0,265839,668074
stride18muqvlq386xutsd6s4az94qs9z4y2gq4m7cpe0,0,0,158791
stride18muyl5yh9mr6ma3jkmn84kyy7jaxgrqdd8av2z,0,0,15221731
stride18mx9t8230xfrjnhry3h5sudzpuup2m6ytyeksq,194899997,0,0
stride18mzplx6pxgs2xa00fygxvmhhuqwsnq3ewwmevw,62999999,2531793,200835
stride18n0j6vw9gp3r40wrewk48mwyrrm4tjl35sk7kp,43999999,1027974,0
stride18n24cavw2xmds00jy5yqgkn6w5avrcjfmcv27y,0,275090,0
stride18n4t3rvw2ak2va2q78c396jmtlmdglaj702yqe,0,1943180,243415
stride18n4vapuwmxyu399qletpe446d0tca3pmdzlnq0,0,387023,0
stride18n5gpt9klz0axh9vzc3hjy6p5mkqns4e5352hy,1099999,470842,0
stride18n6yavmmmrh6wrkxxuqxa6hj9g7fhjvmvrgzx8,0,1095589,0
stride18n7apg626wegnztykmrk4fkkxz80hf0myuygg9,0,0,924607
stride18n7r2ax0rrs3l3gap7f4d3v235dva9uqdruvwz,0,2789346,0
stride18nccgezlt3r05e6xfhpyft77ttsw62awvnreel,269999,0,0
stride18nefpq7r22mq5tt0q8chjv294z50c9g9suuw54,0,97775930,0
stride18nf84jgwkqypaplz45xyf3yegpu4vvhz7zen3p,997499,0,0
stride18nj5jflllf8fysla3a6enezgdju66nmyh4r067,90440229,0,0
stride18nk707axx4tkwc4ce6cgnx8mlnyfsr8t0uqqp4,0,0,357635
stride18nl28k25u5qtwga7qzgd03ee8nqfzqypnanvwg,0,277035,1192562
stride18nl5lvh97h52gtwzzs4dp3mhrpcsys9a8hq9p8,0,2074041,0
stride18nmhmwmsu8902zpp0w6747mwvgj8shpsu4l90p,2980000,0,0
stride18nmudguc9t8ssge76eqptxsjtd0pd8zjwy0kz9,0,232134,1816587
stride18nprks630a6feqw632k6m8zy4hqn8jz6w5f0y0,28310619,0,0
stride18nq7grjl365lrwdz8qaw6xct05698x492x52dc,0,1087066,0
stride18nsljv0trfa99mv7d7208hfatthcn0yqe9ygl9,1762316,0,0
stride18nsm4et8uuz4hxfe63r62syzyfmned0u52emg0,0,108088,0
stride18ntfznfg62dyhl5wsh6zvc7acq2c57hyqnrpmf,0,0,114038
stride18nupa5ptx6n5q2240xpgm4pqlhy2080z6wccq0,0,0,194088
stride18nv7hj0m00dlhqg0m77379gkucc44v3r7rzx0h,0,40268750,0
stride18nvzynlu8qauhntrlc577ux7ty896p9r9m89dy,0,2330689,0
stride18nwyr5j56u0xkf7ft609rz46ed87vhmxxzk6sg,0,2772181,0
stride18nyx6kgwqlplsmqtg643h72mf0hg60p0msy8y9,0,144498,0
stride18nzk52fg294lhgd0lhgs6wcf3dm4npa2sxekpl,0,230207,0
stride18p2dytkfhfe939sf2jx2u3mr5rmejk58frjpr5,10279998,0,0
stride18p2md9qa7t7mcejyvenq7rsq6dd7npefvam7wy,0,426465,0
stride18p30nyqmjsgsx3nxuaf8059c37z9z5sfpk4qfy,0,103720,0
stride18p339mq3yq2pnhwtpq08p74ypgmunxyr7f05vl,0,123461,310180
stride18p3x6n6a5g8fv60tgpa8zgd9mjvwrcvfm0w83n,0,268741,0
stride18p5nhp2m736hhhfhug8refz5t4frcx9d4ysuuy,0,3930517,0
stride18p5y4ctfh45jewxczlsk837wrpql78hla2glcm,0,11593072,0
stride18p6psdzvan032gja54pxm8kqxrhqfe37mmxshc,0,0,144091
stride18p90cl7dee45exf42hghaar8v770dkankzrqqg,14999999,0,0
stride18p92rkxl437zcy7qe8d5qj60ar56trj7qwun9d,3479999,0,0
stride18pasresvzfy5jdwf27xddpqkv3nc63e4x0x3uq,0,285252,0
stride18pcnuxz5qtnzzlrr54puvt88ftjmk7sfn08g6k,6017291018,692366,4102113
stride18pczp0ex700nm8ny0pntvkqaljmq85489vrhqu,0,1408536,0
stride18pdlgtsmq5vv7vd6gh8gu0z9te6tdxadx7pm4p,10959998,0,0
stride18pdmv3y288pnpayv73rjynwd3k6k7lqu5lywuk,0,371136,0
stride18pf6ckz4393pnd3hhtquucp7shdwy7lm0v7twx,0,1965878,0
stride18pgeze3a4hvmyacy9l8wl4mjc9tx5udxaltyzp,0,533630,0
stride18pm43htrmm6czkg7aq73t8g0ynf3m4vgjtdw4n,18539937,0,0
stride18pm6hq3p7trqpgha3euj4pa5z00astgcv9km75,200959998,0,0
stride18pn690etlzhxavrzm38d64phurknse70kzwgpm,0,444246,1433087
stride18pq9f5zk2c9mhj55elra99sywm967gzympfpck,8300000,0,0
stride18pud5xrke2wj88jydft7g6c9hylu96kg65rms6,0,1800713,0
stride18pug9mrsj70pkwvgw6vhw0v8s4ufk6frs892ew,0,944472,1436483
stride18puj3nemv2s3z398hpk8km7lyf6g5mg8hrve8t,0,104799,0
stride18pvsm6xal4jkx2mywjgkz0lpjq9gqtmqkjujkl,4979999,0,0
stride18pwpn84vgrd59l6ylgar4lca3t9j6upnqs63yr,5999999,2328996,0
stride18pxs9rf8dp3cwr6zvavy0d7kjpqrc0sv3zdujr,0,0,7110315083
stride18py77ekhfv2leyk8ykgds5sg2dpentvrf3duyr,15044774,0,0
stride18pz3hvrgxg8s9hl6wu6vyj37rewvvxpqlq2lsl,0,178611,0
stride18pz5syjnsakpdta68zx5ua58026ljamwtc7n92,0,77704858,0
stride18pz6kr40fth7ggu9peqyk4s60d2qrra82z99s0,0,10568465,27161848
stride18pzmqzxknxs44ex9jnx92rn2js4ey9ee032a9x,6999998,0,0
stride18q3nch9x5gvvpj3mppqnpjnuxhy8kc8wfudpl4,0,2561374,0
stride18q5wz9s2st8dmvua7a6whe42m3y59326kdr6l0,0,293392,4311319
stride18q6llyv8sgn8r8a0res5mgrfakstp8sq59zgse,18279999,0,0
stride18q820jc5pnh9xmsxvnvl6lm06t62yd0ef6eaew,0,32903749832,0
stride18q83mzdqxevmf7vx043a7zrgr0kycn5hh8ue7e,24807939,0,391647
stride18q85cqsuu97hpu7vn54433k86cxv29k203y9yj,0,666245,948529
stride18qaeajpzrg6w3pmnphvcy5elsywfwzn0xrfqqf,0,0,115748
stride18qd7snrmect6u4xy7a6jggdg7sa7xnwed2k33x,0,11887703,0
stride18qh0qhw54psd7dfv93t3hh0j6kaaap6ua7qfuv,0,2636721,5770466
stride18qjdsfrf3ahc40hpvw40typ04yj8wnh5rk2s3s,0,481406,0
stride18qk5qljs9x7zz9zj583nyk9tp9pzjdwxhpmw8x,1279999,0,0
stride18qm8ch3c85wt2r5hqe29ddey608nmehlfh63pl,0,369121,0
stride18qn5q83vh6c5nnz7nlnrcgpxjac8plq8u6s5da,0,1122400,0
stride18qp6u0mvs7ac89gkn6r5j5jqu90zp74ys4ywkj,0,329891,153257
stride18qpfe8432cu4mzqaqrd6tcdcf3kjqjnx6kqfj2,0,0,100000
stride18qqhrfsaeqg5hv4a3dxjzmlx2d5zkelypqd5jj,0,332098,0
stride18qrxstqezvplxv8nkyft9r2kadnv234xe6jy4a,60339997,0,0
stride18qshayud7c233sc670nugc5w4wr7szexwpfvj9,9999999,0,0
stride18qveew6uqjgvfueucrfnv9e9fs4chppd7008z3,0,109822,410197
stride18qw9ydpewh405w4lvmuhlg9gtaep79vyl3cvs6,0,292223,613193
stride18qwhde3pkn3u6r6ht58az9vqx09g9v3q3nhk70,32515529,0,0
stride18qxdwnyqtsemy7za2apwp9kf29xz7kvhkz5tnn,29999999,4660350,0
stride18qy0xduacugp6glkejtkunjyssyp2jfns4uh77,0,185425,503623
stride18qyha72aytq4wdyus9ep0h34nqy338vmtjswph,0,0,345078
stride18qz5fcmq657u0c6d9nw7ug5kq07aacyzm7rf7a,0,407165315,0
stride18qz5nt55unekxncrtxqnkn3mnz5l3h4ndaez34,0,0,168555
stride18qz8ecysetqqhyv4qs9tlw5ylpgnx9ym2ndyq4,0,201371,315592
stride18qzk3nf4j7rfde600jgc7sv7z270ksqx70rmv0,0,0,3878080
stride18qzyum66epqvqccrn0hu0076uz9xe8527l4eak,19190698,0,0
stride18r0c6faucpvfwx4km4qqpuaw9aeaujqexzfmj9,0,346110,0
stride18r457ws54pkrvurcakxufawxp3eedhff7jttx4,0,2513867,4213329
stride18r4ehe2m88xvdchf3wp62ljklzn2448h85h495,0,430702,0
stride18r536pthsh6ya00298c37matrmhm5rcpxkagfh,0,0,911660559
stride18r72flynzn768us36dygfn6c6dn7gtmfxkzrfx,0,81848452,0
stride18rdhupjk4rnrhxukaqv2n0d973err0f6kr5d8j,10230000,0,0
stride18rdyjzxvlkg6sg47ulnpzqz8h2r0hgnr4syzds,10000000,0,0
stride18rdzwdpr0nsnds0ydqtcr4nuxl7kpk0tgpq320,0,1211019,383959
stride18rhhhf4e7fcucfrh0xutw2395rdzezvy7x0skx,226999999,700646,160859
stride18rjzphlwf7glaturn09reny6h2d6y0ctj7aayy,0,110193,2506309
stride18rk93f0m6actx32g5yca5ufgt3x8z9vqftjsq0,0,162325,0
stride18rkgyuyndswqq5ratusymmnpwa00gpumzcypg4,0,0,187799
stride18rlmeyqqrp733mccs5c8wtfcdaud6xqyay4e8f,0,8554221,0
stride18rlun9z4eczhqy4d0w5d9jd6s3uhuhkqmf0v4u,0,8146683,0
stride18rpa5x4a7gmqqtcnzu480unc7sjzxqm4j90w4u,10032463,0,0
stride18rqhjv3yjc26vvk0z4vcarac77cz5x7w2n5s0e,0,0,164831
stride18rseqf4ulaa554666u5xgxd35hgm8rdzh47u0j,0,0,916705
stride18rt98nrul5dh9xkm4sseanucs9p70xqkt9q2zw,0,2040658,0
stride18rt9dkwy0h6n0kdf2y83k24emkjfpvq8p9ck62,0,1548235,0
stride18ru2sffd4u2al42s3ns6kefhdkcput7vpdcy0h,0,214411,0
stride18rur4dy5qwgzmdwhdnl6mrlsp6cp8d70v04d58,1010000,0,0
stride18rv2j6mrltnnlmz72adz03vnvzj9gljtvt88n5,0,388168,0
stride18rvssylpv3de8z7r38rwfqkguju9q7wmukvsqr,0,171558,143173
stride18rvus0xydntlrgzjgtwvs2pnkc4vk06vz3qrlq,99979999,0,0
stride18rwymke9am5z9dk0lxtuk4xp46y6tp28yg9h92,3479998,0,0
stride18rxqjfzu5jtkvv8alpxt6dmshhpz89a5v3yn8s,0,0,395310
stride18rze27wt777fkwvs0e4j2wnvyfskhguxgfu2gl,150379999,0,0
stride18s0z4fldnwvcxhj06n2hcwdvdacyedstxmef4t,0,184887,0
stride18s70slyn4yxduhhuvwp39j499w8wg4qjsuxdf9,5979999,0,0
stride18s95vhzwpkqzf7umx40n5cm9428zcysvv62z5s,1480000,0,0
stride18sa24rmswsyawmk3grcd39g2a49mejnxh0nw5p,20982248,0,0
stride18sajljrjycsl4hwt5gxgp5n4wexyr9xln3qef4,0,12890737,0
stride18sax55hceu3nn66x9gsgp6hzm54ewz8uk564mx,0,994687,0
stride18sdl0n3vg47rt9dfxscdfa60py98r3p3l7jpcv,1979999,0,0
stride18ser6epda00dulmn3n5m5c332l06y4p38klgn0,251669,0,325552
stride18sfstpssarzeelpmxdqxcwwth3y4h6ggpp38j7,4999999,0,0
stride18sgtf7puyv35k4t2qsv8zdyla4q8m77j5l0q8p,0,293532,0
stride18sh66ah6df0ptwugmwj550a4k6zvfpsmvnsull,0,0,107351
stride18sk8gxwpsadeqesht8vqhfanzh80xwwxqx5gvs,0,0,4858973
stride18smjyp3mjh9kautf54tmhg9nj23ngjgaqqpet0,0,0,133169
stride18sn4spm78jsyensvn5mlk7txj3jjwdfjznnlmx,0,2229551,142105
stride18snggy0cxl55f828eaw2z4nndcwrkexktxkj4q,0,2846301,700469
stride18sp48agl8gjm3skeda3x3lu5tdzju9jpclgrl9,0,814155,0
stride18stdn9kl56mg6epnrms8vunedqjcsrwrfnyycg,0,292248,0
stride18suweqrppd9hg3ykdxuzn9gw8y9df2x8ap4ywn,0,1818591,1778778
stride18suy0jm3fzwz43xmlpl4tcv502nrhq2252eymr,0,0,113607
stride18sv942t30skaluns986zmn5knxhau6zxm8axqj,0,781408,0
stride18svrq4zw5c3uqrd60qqh3thc2nz9xw2pchp7ga,0,1971562,0
stride18szhh0nuhlk2ler5njtm0zunwdwpucszfupgr4,12179999,0,0
stride18szq9duhjxf3tpej49l4g204xrhte2a2yeem8v,1679999,0,0
stride18t2844qyge77zywmnujfra6zrp9xjuvknjgkk9,1858249,0,0
stride18t39y3vxlwre7r0l9pwp964u8klxkm3sd7u9q7,0,0,115382
stride18t59sutazpt5d9t0rcnphpjs5y9v4ng4m3p8qe,1123700,0,0
stride18t6l5m0vs5995h9mr9ngkh8vvq7aq3ahpmsqk9,321093838,0,0
stride18t7juu62sxnlwj672l2cyve8cvqknuneu9pjwz,0,187973,0
stride18t7qytg9fdgklzac9lm4ym0cjxhjcxsdgeacqf,0,1810906,2638197
stride18t843rth4v8uvfwd4jpte0p8py3z2lkqda05h7,1391118,0,0
stride18t8zmkr437f4kuuh3e6ajsymdn30yw7d3sfvgp,1129999,0,0
stride18tawlydd03rdf29r6a70ejs7ekvc3jvgzeg6g0,1979999,0,0
stride18tcnaeckp9hq94f7mt6ermxenknm2m4deyyk6y,0,100558,412564
stride18tcxv8hntzprhrulxp8nxza2dafq89rhf3yl53,0,711225,2788638
stride18td9ze9reew9y6v8w9dn4mw2khp9lrgu5q0tkj,10999999,104196154,0
stride18tdpd93q65erhh3tf92xpp00jp7j5jewzlzzxw,0,6675045,0
stride18tecvmfvt8yk2xy0uewdnvv34w3fqjnmw995l2,7293059,0,0
stride18tedrdcz3u5kfrgt7d29dkc380ffu04d0lvpsg,1079999,0,0
stride18tf7qup0rzh8pkh26haff9tcctdz8w5tuag5qw,0,4584120,0
stride18tg684zh36se7aszz906mt0pmh0e8fd23azfxa,0,0,1807637
stride18tgac8rsx8s24hxnc4u34zt2hadh5w5mjdzkzk,0,438751,0
stride18tgap5d6jealu3gg0zm5re2vmukcw449u6uq2w,0,1544322,0
stride18tgfa205w0fvhk07sgtce8yj3csvmtua8w6g5h,1869999,0,0
stride18tgy7tmpng6qspxgwl4alvc0myq6ln7uv09sdh,0,2060289,507458
stride18th67pfq56ecq4m3985a5upergwqu5ks5eag43,0,1500829,873550
stride18th8893fqa7m5h3dpk05v4wnv23n2ss2aw6unx,0,686005,631394
stride18tkxzzgprl5pcenj4gu2deq07akk3v3m75w2ef,3233678,0,0
stride18tn367aundw2kuhkg88tyul2cddx60v54m9j3h,0,0,206349
stride18tpxn2gx5r32es9nnnyhzr5mdvnz6vxctwhvkj,0,0,786529
stride18tq9gk04sfrdmms4e2kd5wa4lh5r62k2rupjf3,0,0,200443
stride18tsvqx4tejzf29x4zwsfujqn6sy5f2xrgnhzsa,0,1507006,0
stride18ttwjhl8cwfue7tx33aztd4kg38tn8cxxfkdfm,0,133743,0
stride18ttylc3cq94pm80rekgmzvlclf856lpzjuqgxm,0,1818966,0
stride18tuckqjc0gr54wm4cruq4h75vh0njp9sugqy2e,0,1537829,0
stride18twuyrp89607lrrurh5h0nrljygwftjd4nkrsc,0,970793,2355399
stride18tyhew2d9u8dcrwqyazn02t8h2pyy53svw83k7,9979999,0,0
stride18tz7lqvy5al0e5nfuwn0cyuyu5fu937acy35xl,20033023,0,0
stride18tzczqxynmp5s4w733t0k2260vy9r7xsguqxp3,0,134923,0
stride18tzene5kjaj2z6ry7tj67h9a80mjmrd6tmdvu6,0,0,3316240
stride18tzh3xzynkuy7ehwqey34mmff873zye55hcnme,171999995,0,0
stride18tzvs2fuqaev2xwy42m9xz4c7y0hl4ex7qx4fg,0,38659746,163169
stride18tzwgdcfa5zhzmzarn8q8meu5582ex5my7cx9c,0,0,173700
stride18u00h3es5mlfju5eydh9j7fjzaktzcm72dv363,0,828848,0
stride18u0d7sl4z2u4nnrlau48xmevdqgn3efeawn2yy,0,187498,0
stride18u24lfg5yx0yhy6gdejsjrtupd0k4tehhypq9m,0,472050,1174205
stride18u2dtwkl85knxyp99ze38c2mvkt7ajcdgezjck,0,1619270,506508
stride18u34zqvd2wxyhkvlypk372g6n3yk9aqva0pg79,0,332343,0
stride18u3cyhn6sqh0e26vda0f3htwy9zfrg4uhwwfsv,0,8224052,0
stride18u3zw9qaclwmxjgqrdaclkps0dfhtd0tvzllyz,10027529,0,0
stride18u532aguhhqualgd5uxqk2597q53llw40mueah,0,481929,0
stride18u5jr32x3yna6r488zpx0p6dhndtwd8c6tun38,0,0,121750
stride18u5n3augn6q8z7wyu8mv97y6a6su7v3uy8x70z,0,802194,558372
stride18u6lpm7lalkqrmkpddmd3cdjh9j96ek68cju9a,0,995648,0
stride18u6lt588ts54xu54twkhp7x78mpk0v9zk6u3eu,97999999,0,0
stride18u7k75s436uwdgljayg488n3fspr3nx0tlndyf,896369,0,0
stride18u7sm5kfzz4spgkjzjsmqlfce9v6hgtm2e8veg,0,406619,211045
stride18u8a2kpye29yjvg5mj0j390wn6jtvvched6wcy,0,136673,0
stride18u8tx543mpj9nvqv65eyeam58e3q53ms02vjca,0,283091,0
stride18u949296xn9kc26xy9p47akrlgf8ne8kjc22vr,0,1162795,10041419
stride18uc0lnrwecte262ngg3aksa8vtyuwde9mwdw8a,0,14787362,18897730
stride18ucy57v5afeugpp8as4yve3sckel2gv7sc4uag,0,0,103893
stride18uekcazhharfnl27e67jw82xzt0thqm0pu626f,0,984485,2500782
stride18ug8yac5h8j7vqwtssqpz8gp8cq6spwg663xt6,0,0,123446
stride18uhe265p6c8l5dhuxngkgfdtf88v6y6xvsg03q,9960000,0,0
