address,amount,denom,usd_value
stride14vhmnv7ztkxlrca0a9yxq6zhsxdky22rhr5zqf,60.0,stutia,984.6
stride14vhrwa7et5w0n9zc8xdv3gct49t63360a57d9x,36.011529,stutia,590.9491908900001
stride14vkfjn8lyl8kne0zclh6e56guj90zx4ux9rjet,99.954959,stutia,1640.26087719
stride14vm4j70rejxxtxgm4tv5g40avddxkqn0fy25qw,209.570307,stutia,3439.0487378700004
stride14vrrktlacatgpxfnw689lkjgqpagrlc7070nw7,173.0,stutia,2838.93
stride14vuxycaww0jfu4h3h4wwa4r369pc879hjnxzjw,6.799991,stutia,111.58785231
stride14vvdvjm6er0x7lfm42fm9tln0j6zmryzhksykj,50.1,stutia,822.1410000000001
stride14vwgxschqpk7pw4vtwma878u6yaujtpas577ge,7.58593,stuatom,105.5961456
stride14vzfr77rksm64dfurxlhw0598y9vq73muny4y8,8.24999,stutia,135.38233590000002
stride14w28lhlmcstn2qd5tc0zkf7fnlqefypyexh7tq,52.81418,stutia,866.6806938
stride14w2fzn3n2gxv0z9nwtgnww0vtrrsas5mck4hq8,22.293506,stutia,365.83643346
stride14w3fjm7l82fklg2u6dtgp4qweuqy95shh3ffs6,12.979999,stutia,213.00178359
stride14w68k5cvj6qzpy89jre93v8q2jcqrj03wpe2ad,24.801481,stutia,406.99230321
stride14w74awtr84s8z95pgnsak63ja0p2gw3f4cr6h2,42.777657,stutia,701.98135137
stride14w76mje02448dg8a4nx0ypfgpzn65n4258cpm6,19.974995,stutia,327.78966795
stride14w7alqv87k40snp75yemzearhf4rnh84x3v7zw,54.979999,stutia,902.22178359
stride14wcwjngz6rkfvu7qrye3nnnvaqssz9l57eku7d,69.469573,stuosmo,121.1202005255
stride14wcwjngz6rkfvu7qrye3nnnvaqssz9l57eku7d,15.2,stutia,249.432
stride14wd9r77c2rlau7r8lta6mh8nqsvqq00rnw7k60,278.044711,stuosmo,484.7709536285
stride14wd9r77c2rlau7r8lta6mh8nqsvqq00rnw7k60,50.142435,stutia,822.83735835
stride14wfdtc0pjznad8t2fqrjyxpymycp9kkfqy93wh,177.887397,stutia,2919.13218477
stride14wfpw9yaar8h4wv8vewqza0x3jlcm8v0zkhpwq,17.763941,stutia,291.50627181
stride14wgfmh375slzsllq4u0lkxlkatrh48kej9uh6s,125.551207,stutia,2060.29530687
stride14whl8vs460vnklfaz46hvu5r07r93a68kel990,136.980199,stutia,2247.84506559
stride14whwy9adffvp7ry2zlmv2t54pr60p8lnk2eygh,19.844448,stutia,325.64739168
stride14wlqtp0x2w00tt5v6fvscwl8wcqzndcu7xl2t3,100.62,stutia,1651.1742000000002
stride14wqdqg8qmm4zrcuutwlvh4wuxl4wrgsl932rcz,49.283478,stutia,808.74187398
stride14wrw8s7l06d5n230p94u0kh9ww3kz4zvx046an,9.629268,stuatom,134.03941056
stride14wsl2ycus9zh0gvenfkn0rnllxln0kmlul2f0e,15.222396,stutia,249.79951836
stride14wtek9sqmvnak3r5xqpdlp2krjy8xw53rlkktq,13.102852,stutia,215.01780132000002
stride14wv4rngmquk6u6vtjf20npwuthku3t5ehs0vdm,13.712866,stutia,225.02813106
stride14wwj5dn0chpyvu0y2qwpwnkkc8x2mkq62z7m6e,416.704528,stutia,6838.12130448
stride14wxskt4qdt0zgrlmaukyufwy6lztv7x7pk5avr,431.010921,stutia,7072.88921361
stride14x3hzueznz9qy4tjevys03nl37r76gelw2wqy3,19.815693,stutia,325.17552213
stride14x3u964kky0uttncm5jxu0yd2ett93qaqd4f8w,300.038793,stutia,4923.63659313
stride14x579y6pznzymjazhzry0gcmuws3mjxupeu9d2,48.15016,stutia,790.1441256
stride14x7qmm0tlt0pz8uh647v33c2k55l89f7c76sth,10.384624,stutia,170.41167984
stride14x9d2f2uhnpfuury63zknsnyx5sv6cjvj0t0xq,10.004903,stutia,164.18045823
stride14xaynwewd8snagjg373msduty5yk3sw3wpq8wc,16.70596,stuatom,232.54696320000002
stride14xc4l7f3c3gde0r0xzm5qm7azpd4sgyrk7qm8y,8.349892,stuatom,116.23049664000001
stride14xcyvwlyyxjkvstfuarxvjhvszguwl9yytfk0z,99.979879,stutia,1640.66981439
stride14xg8rq0sug0w56u7lxx4p4syxppcnez68rmfgl,25.804658,stutia,423.45443778
stride14xh6x4mt5fv2jphm008y9x8m47hrmxm70j53pc,205.694746,stutia,3375.45078186
stride14xh9wfen3cxr8jlcedwnrqj6nxdd9run9w40sj,160.03445,stutia,2626.1653244999998
stride14xkuqnhkdaz2u96wtznrqf87nwal46q489qu40,28.12218,stutia,461.48497380000003
stride14xkz9tle644k9ddu05alm3tsdsx0vqmp272728,23.0,stutia,377.43
stride14xl4mr6vg9783c3t2gajzkc9hjk88lawygqzld,21.760163,stutia,357.08427482999997
stride14xlcl6mhusgschvx590hyptd5yf7yshnk5e2sf,19.999975,stutia,328.19958975
stride14xnly7vk6693rsml4ungntt2y66s37taj9j8gw,7.921377,stutia,129.98979656999998
stride14xnuf26435a8el4zcumj37ldsyxppvw7zrvuqw,53.77565,stutia,882.4584165
stride14xq7278mzmwytww83sgh6w4kjzklattujy6sqy,269.165051,stutia,4416.99848691
stride14xrc53u4mvh44uj9mp4v7t5684d82wnp5sp5vw,10.979986,stutia,180.18157026
stride14xsvuvjkthvcplqjjs247t86y9p6wq2luctul2,50.218531,stutia,824.08609371
stride14xwg055vdqdr3d45fexthqzejs7smyc9vdlyqv,52.837805,stutia,867.0683800500001
stride14xxr9m3yw36dktyadapn5s6xa6c99q3vv0jmw8,9.979999,stutia,163.77178358999998
stride14xzqhddnjsw8jffs8hcj4ffnlajrqtndv2fesk,17.966386,stutia,294.82839426
stride14y3g9rg9z2dt6rczs2dep5lhanm0v02gasjh8k,51.838603,stutia,850.6714752299999
stride14y44c6mh4v79ffu9nz9c3706nc7rdkadq007lt,48.688543,stutia,798.97899063
stride14y4wva0v8tnl7mu86smu37ey7hm2swn60u92eh,100.393359,stutia,1647.45502119
stride14y5yy732kf58gj2746gk78gjnd3m0gu6vknckz,40.937956,stutia,671.79185796
stride14y6a43s83nprzhqfagtawazs8w9n3nqsydxj6q,6.552743,stutia,107.53051263
stride14y6naejy3dus6yk82ct62f9rd44u2mwy6mxlrh,20.268975,stutia,332.61387975
stride14y8lg59q2jp5688amr2jdy0jtnhvlwvhwzap7g,30.456872,stutia,499.79726952
stride14y9ehl8d5fvls2ga6aeq7vjdk0hxk2flh24m8z,9.11438,stutia,149.56697580000002
stride14ya2up3jt3lyl34ldv7eq3svhfut09fufellmw,10.0143,stutia,164.334663
stride14yc8s6990uz67dfwjwpp9mnw04kwj57zu6xu3q,100.005822,stuatom,1392.08104224
stride14ydaxm4p8dr8hc0rd8skwn0eevhm8e82dz7q6m,9.699176,stutia,159.16347815999998
stride14ydl6q679ldgze94gnnyavsgwle5gzd2yjvhn8,43.566745,stutia,714.9302854499999
stride14yf4e9yfy6kuhvjhjtkrk28c6kweatq8sm5e3x,42.534303,stutia,697.98791223
stride14yfvp9s2a7zr7hztw88tezmd3a7hu6cngaa7k4,39.828194,stutia,653.58066354
stride14yfytug5578wnzumr8sgu3yszx7cara95l8tmm,52.837805,stutia,867.0683800500001
stride14ykezegtxa9p0eperhu0a3jpdsv7lhn89zsqew,10.463596,stutia,171.70761036000002
stride14ylrkwjupz348gmh9udfw8uj2ypc8rahg2kdw4,11.758185,stutia,192.95181585
stride14ynhkcvzqg4a9ec4dualuwva5n46ummd80w5ge,77.2573,stuatom,1075.421616
stride14yqmasek77u2zqvdteyrvu9cpulflpfa6sacek,9.979453,stutia,163.76282372999998
stride14yrs7jqamlap6u2y7vxutm6mylggnzy4g9dmlh,15.699569,stutia,257.62992729
stride14ysc6h7wj0w2wkzlcxmkafw5458j2ahx458272,100.15,stutia,1643.4615000000001
stride14ytv3wm2wyaa3hw78rtsks95ffneftvt2zj7gs,35.746958,stutia,586.60758078
stride14yuztuqt958a4sjy07ure5u2p7p002aftz0csz,62.782859,stutia,1030.2667161900001
stride14yv0ue8uuk0pykechp8l8dwav9mzzdapennzam,9.867365,stutia,161.92345964999998
stride14yx84v0tje5j5ylxlzfp97vgvahrx2k0307yh0,52.681139,stutia,864.4974909900001
stride14yxrkauzu6sp9yvt7t0gcha7ccqnwnpxsf86wq,52.826734,stutia,866.8867049400001
stride14yyru3htltnvyffcykmwpf69203rxph7m5u92q,11.477124,stutia,188.33960484
stride14yz8hu2ul5f5d6rv48l5cw4jzc93s5cgn6nfyz,51.958993,stutia,852.64707513
stride14yzeegrqkxsfx7y4ew6mrsmrnutvszvxeunnmz,15.695245,stutia,257.55897045
stride14z0cnaxx3gz704xwaynwc52a0hp9ltaygm8fhd,24.023907,stutia,394.23231387000004
stride14z0k6wycxxaj4wv8uxgfd2g7dwqudk3qdm2pmr,10.998162,stuatom,153.09441504
stride14z3wedk2fmfws0qg8cwdqt6urx05z6jyyv77kx,7.38,stuatom,102.7296
stride14z6c4gte27fepcg6d0da9jm22agdzl5z3efdks,10.108283,stutia,165.87692403
stride14z6cjcvmkd24n3h280dwar2sj05g932ccp40y0,32.506685,stutia,533.43470085
stride14z6wqxyv24rm6n4k9h4p4c3tfw55q8p2ha2fte,202.999999,stutia,3331.22998359
stride14zdk2kh5cuk2qsru4ssqerfpftkuu4jz3s9l54,25.596701,stutia,420.04186341
stride14zfun3dh8pzdgguza3l0nq52gqjdl97hy394hk,19.982389,stutia,327.91100349000004
stride14zjlmap0ydhahmh2z0l7freru4y9yz7srx29qu,6.446983,stutia,105.79499103
stride14zkjrqms4qc5ll0wln3ulkuvvksltt5tgzndzu,49.657356,stutia,814.87721196
stride14zmlj8sj4jfeme24zfkqtaakmlzy3fygczv2es,20.521605,stutia,336.75953805
stride14znn304avlugmykmrh4s2l3sszkfuwfh3ndzqu,50.0,stutia,820.5
stride14zq9v6tqatqklufsz2mzyek594vmts54rpdn6d,12.424022,stutia,203.87820102
stride14zrl3nhhta0hatapehfw57z9x57s9hf4eaxm6y,10.346024,stutia,169.77825384
stride14zsgv4qfmk5ujpn848ve5tlzuyx4pqde856m7d,172.91015,stutia,2837.4555615
stride14zt8qnp8w6pezlyleervnx6fftm9fjrq3qkwhv,77.6345,stuatom,1080.67224
stride14zydgqaw9qw0tkqrps49x3wvewmvcafpwcgyvq,10.067398,stutia,165.20600118000002
stride1500n2c6zjsa3xn9yfag32z4wjq6l8mg0l00qml,15.924969,stutia,261.32874129000004
stride1500t92g5gc2ttjtycy35qcmxcprctpf8zj9j2p,18.779999,stutia,308.17978359
stride1504daxglxyefktu86j9h96zwe3t580a5lqrhx2,60.886088,stutia,999.14070408
stride1507sglrp8plkhyzqn88wnlygt05tvjnhzru3yk,16.539334,stutia,271.41047094
stride150d0pv0jnptwds08myl9qd7hj80zqgmzfkr5wh,7.927288,stutia,130.08679608
stride150dv8elnh6j7jnx07tk944u7h8ymqep0dgf0dq,189.524466,stutia,3110.09648706
stride150dwtw8qlyralnefrgwfc9q7k6jd9s2v0g37um,19.984993,stutia,327.95373513
stride150l2gxwwtelek5efu8qqlknncjfr5f5cqfszas,12.778185,stutia,209.69001585
stride150nzrkukkcpahkkz9ga93jn7rvgadyg79dty46,166.837166,stuosmo,290.880598921
stride150q6ppu366x468pkhm7zcw7jk5jegg0srkmk37,10.000056,stutia,164.10091896
stride150qz7esrtr0fslz9r333rd0wu2xdz9vhy436vh,80.227292,stuatom,1116.76390464
stride150tkk8hf2ntpq9a847ue3vl8dhxv6zx0rn3emx,15.995992,stutia,262.49422871999997
stride150ufcq5wqgaezqrlwthdryuklc94tm9qja8y7r,16.794355,stutia,275.59536555
stride150wavj54pataquzd7h0xxmnsyu20wflkggx487,10.418551,stutia,170.96842191000002
stride1522exy2gftesvx53a2zltzjh3mx8yk9rns3txp,59.885366,stutia,982.71885606
stride15245z9h5gwl2z56kvye3026gmhfr0tn8da56eh,20.958867,stutia,343.93500747
stride15263z6cdga6h9jmqkaxhxdacq96v326pl25g7f,49.173362,stutia,806.9348704199999
stride152cqcy6dafqnunrl772qqezgv0hxuy8m8ah929,85.189294,stutia,1397.95631454
stride152e7sq98nxgknvfg0d2z4tkhcjuxxqyqy4jeg9,49.886667,stutia,818.6402054700001
stride152hsxpxc35we297xqeje7lzk4wuaqgcmdkvzr2,9.961363,stutia,163.46596683
stride152j75vc4ej06kaz0lpxy74y4v9d7v9xmtrg255,30.305412,stutia,497.31181092
stride152kapdzh049g9xrgrntyk5gkrhkdkle7ca9fhe,10.192915,stutia,167.26573514999998
stride152kfagmv3d7uy69nldj87jeh5st635yvkmudnj,8.878651,stutia,145.69866291
stride152pyztkleex9phvgauhkpqsszp38ul6xr4lqga,86.611528,stuatom,1205.63246976
stride152sxa4x6srqyhzfesd9r5hu7jkyjedtx80v0j6,53.329308,stutia,875.1339442799999
stride1535tkehecf77h7a2lqayc5zaa8juuaur9ufgur,31.803744,stutia,521.89943904
stride1536ywmjll5asqu5ewhquhwscxefxwm0ddf70c6,8.58286,stutia,140.84473260000001
stride1537geqnppd4jwu2p6e0t9rjmaajx6eqk652atu,15.0,stadym,102.9135
stride153arp06uwuk2nf3a3h4f4k5lx7k9chqten3d0p,17.660991,stuatom,245.84099472
stride153dhngdnrcy9z28vnyfqpqnkgn83g82ayeszr3,12.989626,stutia,213.15976265999998
stride153ea57mz8mnwrwcysd66k9gz38rkm09ylmfs92,40.199999,stutia,659.68198359
stride153esgnknnx8037q4cl87ea0a6dqpltkkuqrdzg,30.903891,stutia,507.13285131000004
stride153fj04vz9rxad6fym4pv7jcex5jl4vgx0zvh24,10.979999,stutia,180.18178358999998
stride153ghkecf9yft045em2xsem79g8hx6p8xw4nt2a,28.814004,stutia,472.83780564
stride153jcwzmf4j2srllppgsnutycemssqnmug8cpu9,16.847557,stutia,276.46841036999996
stride153kn0ah77u09urwcf03zfj9ugyvy8xq4jggnyj,377.266634,stutia,6190.94546394
stride153kwrlahm4c20q6dtuj3qs4aep7pu9yd3s6wzr,77.659404,stutia,1274.39081964
stride153kxwacn4hsy2y39em3svg7n3nl9amv42kl2zj,20.009999,stutia,328.36408359
stride153lp46kecj08zxg6czpw333dguqs5dsllvz54l,35.835759,stutia,588.06480519
stride153md54znmmyz0ync5669tccsajfazmkrcs7rpt,9.99754,stutia,164.0596314
stride153n4zlcg6s8namkqp78yfmzpfkdapsulsvz9xa,54.173402,stutia,888.98552682
stride153nakagmgqwsfphcx657j9n8ymd5l59fda4qhz,7.549191,stuatom,105.08473872
stride153ss7t8vm9uv0v2tdr83v89x8xrxpnxfjq87w7,47.345246,stutia,776.9354868600001
stride153tgum7mtvqvgdruerytlspmdsjx4fxgj0r0j9,8.058753,stutia,132.24413672999998
stride153vwal7tffzzu9w73auqzenr8am75psgwf862z,200.0,stutia,3282.0
stride153zc877xeyqlrq5p6tw84trye8l5nwr5vdjchz,41.890005,stutia,687.41498205
stride153zh0ya0spdar3ersmv5e82pdaf7f7sph5jw8g,10.962814,stutia,179.89977774
stride1540j3dheycd0dv9uc2h3xwc732xkrsu38d0hrg,12.068819,stutia,198.04931979
stride1542dqs3nreqle3dcvphrhx2ccj5z3l4a29xxng,100.161687,stutia,1643.65328367
stride15452vp5ch99ffxt77ymts4u5uwrccyyzl2u7sh,10.652125,stutia,174.80137125
stride1546ksm7zwndxwudp4ef55f8tuty8lxjlnnuqc0,17.83214,stutia,292.6254174
stride1547pd4jj6ueryu8qve986w8utf3dgdermlmjgr,25.206096,stutia,413.63203536
stride154djvks3gwavs3t4sgmfsfm7w4p9u77cyajr6w,52.837805,stutia,867.0683800500001
stride154f678tnahxk9hh5s9kjvpdm6yrqjm9lycrzv2,18.678976,stutia,306.52199615999996
stride154ffftam7vp9u623fyag968qty4xdgljcdl2zk,160.162594,stutia,2628.2681675400004
stride154fzyv65ds28nscxugreuf0rdv456q5uxu8fty,8.102,stuatom,112.77984000000001
stride154gphk6gt6e20wx0pzwj50prmctptjjflaxjh5,50.0,stutia,820.5
stride154nea2frkf0euf4ht9l3uh7jhel356ke0lj4wc,129.242364,stutia,2120.8671932400002
stride154nv4nwj3afkww2dhmkha9pjgd8zczwz28wnkt,7.362728,stuatom,102.48917376
stride154pe0jmnrlc7uyru8ln2cwrvasfl23x602acah,24.785282,stutia,406.72647761999997
stride154qggy89597vszvypep78ws0t6n284wer5yejs,22.512813,stutia,369.43526133
stride154w02faj2ndxg2nmd8rnn0ng4kfahn37xzp59v,7.621889,stuatom,106.09669488
stride154ydj0dyqslsuzpmxj956ugq7muztdw8wsrnld,100.61,stutia,1651.0101
stride1552k0yxwyhejeud0wrgdgph4y57p8z4jm4rrgp,52.159998,stutia,855.94556718
stride1558xxpaxpeayzsjnmfrsut62rwlpasm03ze7jt,12.959683,stutia,212.66839803
stride155gdk5hxxjahgcylvtycmj0xxgleathklq0cvg,106.487985,stutia,1747.46783385
stride155h2qf3vg96jgzu9t55xu6vce54308pdsm8kk0,301.57175,stutia,4948.7924175
stride155jpmujyq3rrswvqwk92hpcuavlfq6ekh8hmhv,9.867365,stutia,161.92345964999998
stride155nt69hp7h5mhw80d88e94zqwcrteuue2jnexr,173.931084,stuatom,2421.12068928
stride155nt69hp7h5mhw80d88e94zqwcrteuue2jnexr,63.8,stutia,1046.9579999999999
stride155pyfd9v0nk3lrfx9vfrcpezwv4vsm7fw8dpm8,29.898581,stutia,490.63571421
stride155q7qxw2z3w7rpyhhsjg2sdxrsu6drccz8h2ts,52.072858,stutia,854.51559978
stride155qjg7fgdscayyl8qfpzsmrs6v99gx48k2jfj6,14.979179,stutia,245.80832739000002
stride155rmmkw7kylu0v7g9klre5n9qh6a33nae2yw4f,11.002471,stutia,180.55054911
stride155tuu03x9j552wf6wr5fp864j0njg8mnwyc4rp,193.806611,stutia,3180.36648651
stride155u2hu9h6mft2nt3npj47xr6jeyhjmer60t5ye,12.34698,stutia,202.61394180000002
stride155ultvhmlu4lfrsmv956d5tu4hwknmyk8uqeds,117.99537,stutia,1936.3040217
stride155y6ty0zk2ed578j4273v9addmxdqzs62fjeh3,12.35589,stuatom,171.9939888
stride155yhc4z3tzspn77wetsuhq799d8xmz967dq25u,6.789926,stutia,111.42268566000001
stride155zy45wz072wl2h35g8x4s200mtuydggl5vw9p,90.026927,stutia,1477.3418720700001
stride1566aruj2k0qlew9jwyjk6fqt9pkvue2cn8y022,30.504079,stutia,500.57193639
stride156724whmwqua9dxwy57dvdw2a3lh3g8y65jthf,36.499842,stutia,598.96240722
stride1567d9tmegyn6vphk2lejfk0a7hkum7r6r90dxa,103.388824,stuatom,1439.17243008
stride1567d9tmegyn6vphk2lejfk0a7hkum7r6r90dxa,245.151894,stutia,4022.94258054
stride1568d9r73r3g7a44qw886we9tr2sqkd75hetq9l,100.999878,stutia,1657.40799798
stride156cvwm4xz3l0prspcrec52lv0a9mgvawxav6g7,10.943895,stutia,179.58931694999998
stride156jf8qvy28cp7n4m98x5fmat3xck8mljm2lrtj,51.8,stutia,850.038
stride156jx468yel8s23530ld6vx69ctjajf9tw3pp0f,55.860969,stutia,916.67850129
stride156mpx8jwctszx6ngud0lhvaltdsdhdkkm5r82a,28.165844,stutia,462.20150004
stride156qem0knfcxhpll5t72mc7l8fgj8je4kuxxar4,38.479999,stutia,631.45678359
stride156snmzyew8d93jw9y27s552lzeje2qdpxrhmgu,14.979051,stutia,245.80622691
stride156w9cz7jru09hafxz40gq3ajhsxrchgg8n0w7u,20.099999,stutia,329.84098359
stride156wr527sttctkmef98zklanuuxx33a7q2c7cdj,10.971238,stutia,180.03801558
stride156xdmk5e4kkddrnld575fya8lzna98zdjg8a0e,52.826734,stutia,866.8867049400001
stride156xhh656skgcnhf5rpuz34g2y2f348eejd34jh,49.999999,stutia,820.49998359
stride156xtqd8zkmndcs0dy7w0yq8wj95280alq9xmu5,72.983456,stutia,1197.65851296
stride156y7qzsw7vwdmyl0zh020m9vx4z8tehdrv6dl0,32.600256,stutia,534.97020096
stride156yehheg6amqunum69ev0v99x57wxl8grs4789,10.220318,stutia,167.71541838000002
stride1572sel84t9krzp5y6mvjl8mlghqjurdx0fcpt0,13.17722,stuatom,183.4269024
stride15747qw88egrtpg39v9d4svc9t6kkjyr8d5rg59,35.549024,stutia,583.35948384
stride1575gkn6q84q2wuz7qp2hrzf5zegq0qasd0d7zu,20.770793,stutia,340.84871313
stride157847z3vascffz7aaj3lqreu0vzth884let55p,384.928119,stuatom,5358.19941648
stride157847z3vascffz7aaj3lqreu0vzth884let55p,506.99871,stutia,8319.8488311
stride1579dske5cp36a0rpqrvr5my5v3vswv266r0lfg,75.637736,stuatom,1052.8772851200001
stride157dddduul9ve55f2rm0ecadty9jgh269d26hwf,9.999987,stutia,164.09978667000001
stride157e54tt6gs32yrwhcnty9h7kuvlwvnzd7yllwp,28.049999,stutia,460.30048359
stride157g58xwhja0fk9duk49qe83x56gmk3ynj7j9l2,14.500817,stutia,237.95840697
stride157hjs7n60r00s4ex94azd8fqr8e84gy5ss48j4,7.394978,stutia,121.35158898
stride157jxhlm8c2s29drwqts46984hrdy0zz98cnxzf,50.84237,stutia,834.3232917
stride157l62njuy6drhacg2xja0zynrnf5lvzharpf6h,30.837713,stutia,506.04687033
stride157n8j0udknqv0ua8fvu86cqywplt5ckv367hsd,599.979999,stutia,9845.67178359
stride157rrrrwvaz66nzm4adfe2u0ul44g90vw7j3gs2,21.850938,stuatom,304.16505696
stride157smjrun9azkkywa6atg635df94txyuca0hves,8.905331,stutia,146.13648171
stride157t4gnqc54y9fyp33kmlynkfmvh20f5vg37q7x,52.826734,stutia,866.8867049400001
stride157xw7u40cmndp4tya64qjjtttzt8f7v2ahm3vw,45.87999,stutia,752.8906359
stride1584qdcyea4thh2uct9lquprr3sh7yffpv5veh7,11.053822,stutia,181.39321902
stride1585049jta5gah54wsepx63pgt8ssdvm04we22p,6.908781,stutia,113.37309621
stride1588dnld3fqjnvkejxahrq4u6puh3a5484gvepa,38.776416,stuatom,539.76771072
stride1588dnld3fqjnvkejxahrq4u6puh3a5484gvepa,179.091436,stuosmo,312.24591866599997
stride15897vt8mt7pnpxwyck0hldqfxsj0rmx6q6l7gk,28.650029,stutia,470.14697589
stride158ddh954pzt3etjh0yqe8lp7ax0pz6pclcz55g,10.124099,stuatom,140.92745807999998
stride158ddh954pzt3etjh0yqe8lp7ax0pz6pclcz55g,2132.151609,stuosmo,3717.4063302915
stride158ddh954pzt3etjh0yqe8lp7ax0pz6pclcz55g,155.366343,stutia,2549.56168863
stride158dea3u9kg3frqj8943lhlr95fl4vk9vtq37c0,7.258755,stutia,119.11616955
stride158e820flwasugun2reyvrs9mfk8jajcwzptdjd,52.662639,stutia,864.19390599
stride158kfk9plsed70ws38qf9n99qfvtdvtumcka2ya,7.97999,stutia,130.9516359
stride158kr3sulwgzv9amgej7t6qkcs28qx7wfu8tfac,17.012455,stuatom,236.81337359999998
stride158kr3sulwgzv9amgej7t6qkcs28qx7wfu8tfac,407.114904,stuosmo,709.8048351240001
stride158kr3sulwgzv9amgej7t6qkcs28qx7wfu8tfac,7.036953,stutia,115.47639873
stride158r7deyc67jvsd3sr6rukfgff5fh5u7q7403j5,52.662639,stutia,864.19390599
stride158rs2rfpdafn4dguha9rydvfrvsrvw0yunl6dz,60.128881,stutia,986.71493721
stride158s77jjs0wujqh3e7k4hsce9303kcmhfv9h5dm,18.595587,stuatom,258.85057104
stride158snrgnpu0kmstj0zzg0mju8c2em5xty4l9w89,11.399999,stutia,187.07398358999998
stride158sqcpamm6fd63jk233qmsa0yywmrcmec6g7fc,10.0,stutia,164.1
stride158ygg3n64c0wt4u58c7fv2jxgugmr7kx8u9l3f,23.130925,stuatom,321.982476
stride158zg459sv7gzfwgqe58tctdd3pjagknukzqaeq,30.022584,stutia,492.67060344
stride158zym0z6h3wslaylwg3h0q0quhp4kwke5h6zzc,30.979999,stutia,508.38178359
stride1592026mvjg7a5ajrrq9tvarmean9j9j05m9mdx,19.343571,stutia,317.42800011
stride15927y2rj2fhevpawxk3aatask53rj5c9645trt,30.024895,stutia,492.70852695
stride1593yhrjwvhcv3vlvars3playrhfhr69xu58jva,100.0,stadym,686.09
stride1593yhrjwvhcv3vlvars3playrhfhr69xu58jva,143.579255,stutia,2356.13557455
stride1594rj67ywa658gnhjmrth37jaujdd9k0nkzwue,24.887865,stutia,408.40986465000003
stride1598q4jlhxvjx0rwqxe8qasve270awm0pat8zhd,52.764242,stutia,865.8612112200001
stride1598s7kygw8nfcd4s08p6ufhlcaamfzc8v277xw,9.979453,stutia,163.76282372999998
stride1598xs274lhnw09lgj96jd8a6kp622ynra3lqz5,6.882901,stutia,112.94840541
stride159chu54te9udmmc9u3kdjg6qtfnkjndhue8ckm,39.040997,stuatom,543.45067824
stride159chu54te9udmmc9u3kdjg6qtfnkjndhue8ckm,377.995922,stuosmo,659.035890007
stride159edfymz0p8mq85s7nw4fn336fsx0j4c8w9zsu,23.667824,stuatom,329.45611008
stride159edfymz0p8mq85s7nw4fn336fsx0j4c8w9zsu,61.342831,stuosmo,106.9512258485
stride159eg46yfc7ex0f7vheyshv3any28t3zhthvrgy,297.562374,stutia,4882.99855734
stride159h0u9d5txym9tvef7tc3x3ty9c0qhs52eqc62,10.289413,stutia,168.84926733
stride159k0yzpc9myartpg0h7llea7ah996dyp3w4ryk,40.765154,stutia,668.95617714
stride159l0rd52lxr790v0ny7ut8pgqu9tphqfc4yyu9,50.0,stutia,820.5
stride159la3upj5wrxh8t0vywfzgj7qfwl9yqckjlhzm,10.0,stutia,164.1
stride159lvck7u39jt7nerdpfuw93c9uglu632nqx2kf,10.717535,stuatom,149.18808719999998
stride159lvck7u39jt7nerdpfuw93c9uglu632nqx2kf,89.999999,stutia,1476.8999835900001
stride159m694n0v3d96spwnyaajp5cdqpp0l0y5xkeh3,14.785092,stutia,242.62335972000002
stride159m6tzay4zmmv8ryga2qtgz9603xlechwx0rwq,8.501875,stuatom,118.3461
stride159m8qtxkasktepen9r6y02pndh8zvpu9vug5np,22.151043,stuatom,308.34251856000003
stride159p0cgz59lel6vzpsuvk3hnwskunj5u0v9fqhq,99.763473,stutia,1637.11859193
stride159plwv8y5acyhc59xvk7d6ww84r4gh27l4zeem,17.341716,stutia,284.57755956000005
stride159qrmxkdcjen8uxfl836hjvhha96lrw22lx038,36.979999,stutia,606.84178359
stride159ssm9ntfnuwelwwwthcdw8exsa929gp4gcprq,10.789998,stutia,177.06386718000002
stride159uq5xq7kupvuztawds3ft78vwcdemk3l4lwqx,34.15478,stutia,560.4799398
stride159wdj5ydp8yjkw6napyyuv87vjt9kz7zf3gz6c,22.575996,stutia,370.47209436
stride15a2pxnp9yqxff0cxz2r7m4xvxknceur7kq6hsx,9.588874,stutia,157.35342234
stride15a444pzly3427vqcjgun6kc67zx9cz6a56ncgl,12.0,stutia,196.92000000000002
stride15a5jh9f4kucd0p6kmzfw2lyr2x8te2fazca37r,52.731345,stutia,865.32137145
stride15a79zrcex9lyz8w867relssp6a39a66el0l8rs,25.578599,stutia,419.74480959
stride15a84pmu5qa9pps40g7vyzqar0p77mg0eaa0gle,39.214307,stuatom,545.86315344
stride15a84pmu5qa9pps40g7vyzqar0p77mg0eaa0gle,211.400548,stuosmo,368.576855438
stride15a84pmu5qa9pps40g7vyzqar0p77mg0eaa0gle,15.701207,stutia,257.65680687
stride15a9vtuz9ll84k0ldu6f64kgrt8fqtewpx02asf,24.859762,stutia,407.94869442
stride15aa4v29vlhkzdh5vmf7m55uz6sf9jqm22ka226,17.551863,stutia,288.02607183000003
stride15ac8cjtn5zuzwxsx56qv296wa7vefum3d2m9zu,44.382523,stutia,728.31720243
stride15acsz6pdzqsvgvdl0frnxena6wum324kdy38na,14.466638,stuatom,201.37560095999999
stride15acsz6pdzqsvgvdl0frnxena6wum324kdy38na,29.643878,stutia,486.45603798
