address_on_stride,amount,denom,date
stride1984cwf7edln3qwunvtm72qndhw95k9jmcmrjfz,11159.88,sttia,2024-02-29
stride1984ruwphjyhq2snvmp9hdeau9vgyqz88p80dlv,463.996026,sttia,2024-02-29
stride1984ucd9z0k0920qzfznqaaktt4rajhx6wwy3kg,635.722487,sttia,2024-02-29
stride19863f6vse7qc8jegpmg8wzagdy7n0h6fuhnzlh,1796.861776,sttia,2024-02-29
stride19889ehmcmzq6gwlt7z9wktqw0ldavdxmme2puf,49981.507114,sttia,2024-02-29
stride198c2mj34fhxmef6khd7dwy9etzkjnwf28fp7yq,173.496268,sttia,2024-02-29
stride198g0yth2nh4dty33mntux92dpfpk4n42vmn4kx,111.840618,sttia,2024-02-29
stride198hpephs246s669chrttmg9pscdl5ryj0fsa2d,467.318567,sttia,2024-02-29
stride198ur23dmwu74a0de4kh05a4e34zpfrss6e7cx3,105.794205,sttia,2024-02-29
stride199g0f5emtr3qtur66u7xq44s9fvv6aqlccgpc5,102.959998,sttia,2024-02-29
stride199lr3eeem3zl4ks860kzlzz8fxru566qccmawp,103.596294,sttia,2024-02-29
stride199q6ncmjzuxjcw03dkpn2gcj6kqzas950uu6tp,173.0,sttia,2024-02-29
stride199rhp322k7xm3kk0ata7drfpchjua3rvd5q568,26200.399765,sttia,2024-02-29
stride199yj5wwk4u39l9rmdh2878h8t6v6alxg2empn4,100.751497,sttia,2024-02-29
stride19dk7asqls9llusj9djsx22xej2grt4ls956jdg,162.598308,sttia,2024-02-29
stride19dr8l30007hwkecmec9mjfrldy9kh3nz2n0zs7duqku95n2ftnxqqh42wa,126.461513,sttia,2024-02-29
stride19emjrerkda8yygd8f6cpd0pu2k59zdrc835l8x,119.736494,sttia,2024-02-29
stride19eqwn080nn03yxkvea6zdrsnk8k8efplzygl49,206.860771,sttia,2024-02-29
stride19evh4pdadktmwvcu6me9dprkuztxth7mx0vehs,101.997129,sttia,2024-02-29
stride19f3wqyv6t0h3khzwpr2m76m9lu9095vfp2swhm,569.861747,sttia,2024-02-29
stride19fk2lwchtmpkqlp97v9kr2w90md2adpww3dq2c,870.980009,sttia,2024-02-29
stride19flcgzhlu0jl9qt9gc7l9ucld5hek9twq5t6n0,123.359964,sttia,2024-02-29
stride19fv5zwc8ff7749w65yr0ss9w0cg5e6cm92e8r0,198.55085,sttia,2024-02-29
stride19gk75r4pd0e6hzz60nqgg3nps5xh980n092glw,1064.974046,sttia,2024-02-29
stride19gtc8v279zkdtsacqu8suddp7hdamcssxg9j2j,150.823559,sttia,2024-02-29
stride19h405dnkdg9yw8ffqyr8f8j3s4hpmh7t0vugdk,100.66657,sttia,2024-02-29
stride19h5tgpk5hue7atcf0szl5jqcy4eyreke6907cu,402.38,sttia,2024-02-29
stride19h7jfvfujzgwtlfwgr43wh55wthkhqpcmqwdf0,1037.985495,sttia,2024-02-29
stride19hlkekepexzs3g4nafldczlhgmkh2va26n2u0r,909.584655,sttia,2024-02-29
stride19j44kytuewzcdc5euzanxj3xx7jfcaful6u8p7,288.150218,sttia,2024-02-29
stride19jfu8esg7pt8s7lkgk88pc0hn4efm4hr6hxjjs,245.278464,sttia,2024-02-29
stride19k6vfmsgvvtpa25fk7nhlgd0dgagxnwym4fhdx,225.177269,sttia,2024-02-29
stride19ldh6m483ywl4c0zt0yn4fay2a9x4xnzmg6wmf,101.0,sttia,2024-02-29
stride19lezakyp0kwsr97kmpvz56qpjvmet26f5qsss2,109.712984,sttia,2024-02-29
stride19m74dse2xqcr5nw78zq4rfq8wcpqxkk7gr35er,216.866061,sttia,2024-02-29
stride19muml8sjpnecnm8geul4l3zfju24l04m2vjdxq,484450.722207,sttia,2024-02-29
stride19n9tr26tzx0mnh05uh7kenux5lkvpzx4ecajx7,498.451657,sttia,2024-02-29
stride19nqfmk8e6wgfhcywyrjx05vpvfd5prx8nn5t2k,209.368141,sttia,2024-02-29
stride19nrjd7zrc22q9ffekh34ndtzlvhvu86960nnja,119.282979,sttia,2024-02-29
stride19nu7zvv4apzcruzydrw8mtj0rdd0k39cw6tcdc,2221.979999,sttia,2024-02-29
stride19p595przv0na8ff8pzssw5fmgkmnef9s77fgcp,265.269419,sttia,2024-02-29
stride19p6uyauju0wkvxtak68thh39gmg57tl4zqv52s,100.75175,sttia,2024-02-29
stride19phllkrcl8w8rjqr89s0yvrz767g6q0lmzzcvd,186.514106,sttia,2024-02-29
stride19ppk89xzyfel7y9ym43srgaemsjmm8j7ees84w,842.799999,sttia,2024-02-29
stride19ptkgqveekd3cg08u0p2qjs4dqrwfwzkh58fqw,166.127006,sttia,2024-02-29
stride19pvdg6ut7n5kqzmsrxysln2cfedenw85gwcp8q,323.978602,sttia,2024-02-29
stride19pxhfh30ppgalk03q4695l8eu5n27lx3npsaln,107.98751,sttia,2024-02-29
stride19qc2wlv7rkr77tafrh4n88j64skl8jhhwupk5g,1000.699999,sttia,2024-02-29
stride19qvq84tet233wh2tnav30wtuqnnpuf530a3hxq,298.944773,sttia,2024-02-29
stride19rx88tlagqnrmnx26ujngje4h72hl3rhhqvu2m,119.736563,sttia,2024-02-29
stride19ry9wnhse8pajpx9vvgep95uwfqllwmt4f443t,876.797769,sttia,2024-02-29
stride19rz9gjnd8rn0427dn9s9w2wp0hyreevyqajtkk,119.736532,sttia,2024-02-29
stride19s7m0u6f859a5cvxr4ln96cltpm8kfktrynhp3,100.1,sttia,2024-02-29
stride19shfnlqh8yw73tcdx3ywf2u0m8u9rwsqy38yru,100.974469,sttia,2024-02-29
stride19t5z9l4accyl6mz428stv0jyw30340sm6ekgzn,205.374383,sttia,2024-02-29
stride19t74z779jq6ys2yemv93cxldegjrymdlfvra9x,126.264507,sttia,2024-02-29
stride19t7enpkqthmpk4qurxwhpsnqnf9ef4aq2x7d98,200.2,sttia,2024-02-29
stride19tjxj9wc809eqqy2u0evtkp97qwe7dnj69tpcj,110.260436,sttia,2024-02-29
stride19uvjuej9hzfwupcy5grd7n8ytyhtlvvqu5l07n,436.056148,sttia,2024-02-29
stride19vdamz75llstnhumqls9adc7aq7maxzztcehwh,139.632473,sttia,2024-02-29
stride19vhzlf2gw0dfh660aphrey8mc8ada5nd64u47q,101.0,sttia,2024-02-29
stride19vqhktas96emyf26e2mfheuxjdfwrlhmc3ssnm,119.731567,sttia,2024-02-29
stride19xj7al674unvec7pzze64cq8efpknc4ghkg742,1119.98,sttia,2024-02-29
stride19xzejzkayly7k8em9ce2gcjelctpf74qfd7mkn,174.979999,sttia,2024-02-29
stride19y5l7lwp63qeya4swxah25ze7wygg5lkqr86cn,2998.143557,sttia,2024-02-29
stride19y9n00pkax34puxmmqaxsckv7pjdq423jxfdyr,119.979999,sttia,2024-02-29
stride19yczkc8lf598c7fu59mnncnnzy85j87y5y4d95,329.825298,sttia,2024-02-29
stride19yfewqrffft0jn645vxujx3dxfcjaxprpvmuay,714.473152,sttia,2024-02-29
stride19ykjzvzchzy6vsm9kwep30mym93cx7andpsn8f,117.565194,sttia,2024-02-29
stride19yvvl0cz068qu4sg7v2pxln0cqm8nt779ajj0z,142.022243,sttia,2024-02-29
stride19ywqzups30zcv6ln06hxj2agx98nn6els5uvm3,100.1,sttia,2024-02-29
stride19z8s5p35pyzzdvex8dfqce44du3p9erypsfqfx,234.213356,sttia,2024-02-29
stride19zglt55qwm865my8edz2s2gmluznjxsud3t8k0,2212.339685,sttia,2024-02-29
stride19zmls80ga5rzr2cs39g2028mvluzh88jjq85s9,100.751661,sttia,2024-02-29
stride1a03smurues4jkrveuxyky92gsddrwn78l3tdt9,119.736532,sttia,2024-02-29
stride1a0scl9zrnf5dus5s0dg779cy2wh6h9ncre9z8e,101.0,sttia,2024-02-29
stride1a20jggkx5erllhjj5qmcxamulquhdysnm36v3a,267.985322,sttia,2024-02-29
stride1a2z07pjj95syq2xqxr635qtlu8qpacx8a2r4np,173.305177,sttia,2024-02-29
stride1a3mcmy54rjmj8tfcyfzr2zalcgjeary38khs6c,300.676826,sttia,2024-02-29
stride1a5ljv3k2r88jzdkkymwavvztkf3k0mfpfgzf22,100.5,sttia,2024-02-29
stride1a6x54papy6ahdahjshquy8kalxdhn7upxvmsme,100.4,sttia,2024-02-29
stride1a7m4uyt0jtwqzt45qqpjaxx8en90htu2xl8p2a,100.0,sttia,2024-02-29
stride1a7qycjtelfmlj9zde0r5lh75rhaah7pw2jytxk,209.999999,sttia,2024-02-29
stride1a7yx5k57ee7vpa3ut7gus66ak26q3mgccdkery,531.000241,sttia,2024-02-29
stride1a92cp6gdugzxr0elqjjhk0y9gx5n503v4pu0j7,199.606557,sttia,2024-02-29
stride1a95tc87rs8rkcaxr5almrwr8ygr2d9psuhsktt,228.959997,sttia,2024-02-29
stride1a99vdzknr8mckqm7g99g42mmacq2yhkqlxq8z5,150.410927,sttia,2024-02-29
stride1a9fjv74zxynm2gqylsx78a6cykl594s5ajcw7p,295.149519,sttia,2024-02-29
stride1a9kpek6dl4cnc68tvud5sv9hczkm3509s2uh9a,293.911192,sttia,2024-02-29
stride1aadx2wt7x3ma9efxavz9nyg23mqtpah4k089lh,105.279999,sttia,2024-02-29
stride1aakj0jy0uksguqm6yukan2p2v8y8tw8xsp24hv,200.73177,sttia,2024-02-29
stride1aanhtpk29pyk85ehchru89wvhln8w7e7a9v72p,140.209731,sttia,2024-02-29
stride1ac9csg5c4ks8rpjqfz5ql6xzj7evpc8tggvr4n,3937.120362,sttia,2024-02-29
stride1acld0xw870dc6lgahdawyqmsruks8gtzafgtvx,121.973319,sttia,2024-02-29
stride1ad65x2m5szq6qg6enyqavgvu5wgz0us0a53tu5,272.185732,sttia,2024-02-29
stride1ae9j9p7n6209gdduuu4flxcmevmheun9ug4rmp,287.350529,sttia,2024-02-29
stride1aessv85juvvckvx4r536ncsff8zthmmwnnzs5w,238.979999,sttia,2024-02-29
stride1af04sye2hf9du6kas5usdzcylqv6dtxrxv7ctz,161.175133,sttia,2024-02-29
stride1af9ahjq90pzcu6r9xqvp4lqleeyy2m5rgsa2zy,115.725778,sttia,2024-02-29
stride1afgy46rylrrnwj4574s7q3nr2e8jadpgf6f6f9,135.052825,sttia,2024-02-29
stride1afp6p0jtywa4j6zrqx4lrygcsk7k907569jysd,129.729135,sttia,2024-02-29
stride1afry86uyy47qkedpllc9vcudpxvrggmpfgahgx,128.905169,sttia,2024-02-29
stride1ag8mfqa3mes8uec8rqse58jvfeecqamztqehqh,100.813165,sttia,2024-02-29
stride1ag9mad77gzz255l6kqeeenjjsl2uyfh2ncfuta,498.243375,sttia,2024-02-29
stride1agzth7hx5y7lqp7k0pqq5a3rx7t9stqld7nchk,149.942436,sttia,2024-02-29
stride1ah9pmhxzwdha89ukq2qphf05y9rtzrklz6ew6p,284.488426,sttia,2024-02-29
stride1ahc9ncfyan6395mwmw7q6cu2w48jyk79r5xn7z,119.736461,sttia,2024-02-29
stride1ahswguwtpd9g5v3x5s4uy86rh2smslfhnqh9tm,123.968307,sttia,2024-02-29
stride1ahwtnpddh4whyqypf43crw3rrdp60rdsr78msw,3770.954448,sttia,2024-02-29
stride1aj3gwpa0m3z0n9mufpyd0d6sl3cws5ed2d98gt,199.98,sttia,2024-02-29
stride1ajv4kufd99mefl6fdy7cqlax5acv9ejpcmf5jz,158.685054,sttia,2024-02-29
stride1ak5wpqfndvx22r0eg7zhzxj5m0fr0hyg2r8a2m,111.041112,sttia,2024-02-29
stride1ak8s3hc49wfh7gq75nk20q4sw568ssvylzsmg7,151.798498,sttia,2024-02-29
stride1alev63aek9ht0vxpc8pv30zxj80hnjfj5sem4r,107.979869,sttia,2024-02-29
stride1alfmgq6vq7pqrmp04l784x5kxsxl7mj6qlx0dw,157.779321,sttia,2024-02-29
stride1amhz2d6h37x7g9el3gj05g5l0kf0xv563yqwzz,500.236479,sttia,2024-02-29
stride1amjry2kahq84u3gc6df7pcd6n3cel0770rlxq3,142.294085,sttia,2024-02-29
stride1amqaxwem82d3g9dej0333ce08rqh4w0q3z4ptd,150.743685,sttia,2024-02-29
stride1amqzesstuuuc7j5jkj8q9sye87q7fdfs8esskj,896.581064,sttia,2024-02-29
stride1amuwx5lul6zeakzum72hgha9se326954z2uws6,100.1,sttia,2024-02-29
stride1amxpg8cgudfnsum5nx74ac4t467jjwm7p9uulx,440.688342,sttia,2024-02-29
stride1anwk253s0g4dpvg0p46cau50h554hnsp2c3l2f,306.739997,sttia,2024-02-29
stride1ap2lek4u4yp2qykdaqcuflvzxt7ga9nm09evcn,150.479052,sttia,2024-02-29
stride1apd3u67wat8x80kglm8sk39a5fk3kqrsn0x9ke,298.944773,sttia,2024-02-29
stride1apj0k5lj6p086xu4nj3kpyjlqxn84hzr539uhe,758.367676,sttia,2024-02-29
stride1apydaumjstd52a68jy7hg4363tm3cah9q95raa,190.031816,sttia,2024-02-29
stride1aq33wu0ld26l473ykv9gzc76d8pdyk0pjlwzmr,500.089557,sttia,2024-02-29
stride1aq44xev2zwpryc2z7yr6mn3ycdah2kykrveezk,108.809188,sttia,2024-02-29
stride1aq4j6gz0tcj039nn74pdfefgksnqlld0jyl2r9,253.180327,sttia,2024-02-29
stride1aq5na8fjrtj7dnwaz6a9a9uja4rc72gr33lnq7,301.779999,sttia,2024-02-29
stride1aqd7g023unxu6n0frvtqyezhkqaa0njpgcmlej,200.009477,sttia,2024-02-29
stride1aqj5qejddfl4peh9zq3xsny8uk97g03uw6qn6v,159.054321,sttia,2024-02-29
stride1aqltghdp5ms8j0a9g50e80sxaalygsph8j277z,100.751634,sttia,2024-02-29
stride1aqzqnr9g6m0su6zaw5hparfvzs6rkyd5hk3n2c,147.83723,sttia,2024-02-29
stride1ar00tgkc2lanxl65s6d64qhr9vzj6wlv3uyaye,319.279714,sttia,2024-02-29
stride1arca8g3r9cegu38ur4a84nppfgrpmnjn8ghue2,134.51374,sttia,2024-02-29
stride1arewqj0qyeptyae082f7l5gldkgge027jn8l9g,395.397993,sttia,2024-02-29
stride1arvayehkn0a2vrj2m0s67crsrc63wath83hz4s,113.455479,sttia,2024-02-29
stride1arxyq7hh0kljymxdcv58r93nf07nvts89mccud,786.977903,sttia,2024-02-29
stride1at59ermv99xvcgj09qndfaxwxz9zls2uzmf6wp,119.736563,sttia,2024-02-29
stride1attd9nejd9vdphtxzq490wzjn4avhn9wyzrxjr,606.017769,sttia,2024-02-29
stride1atteh9yq726vxx9g3xtrwt4u53z0uq58cz6q5v,824.954818,sttia,2024-02-29
stride1atwkngz0z4t6yc6qdxd875zngrjeqlaz24sv0m,185.146198,sttia,2024-02-29
stride1au7dwkea83pzn5atj2r46u5furaz5d5psx3uwa,474.577075,sttia,2024-02-29
stride1auczavgptqrs8dfnaqvtgfsmyktyve3k3a4ksp,535.78388,sttia,2024-02-29
stride1avaanftvzm9s0thsmesggx3nmw4q2qwfgjhpht,279.313094,sttia,2024-02-29
stride1avjsej9t0uzq627vgl82d2a0ewwfdsvzv3lf60,379.129604,sttia,2024-02-29
stride1avkfydy9dsjccr7za7mu9uy69wpzezx6djcrnq,174.979999,sttia,2024-02-29
stride1avpzmh6mw4z20dkuaxh0dx66kf9jwph807vwxv,100.28504,sttia,2024-02-29
stride1axyuppgknzen40vh8l0ctsjz0gdrxleukvypyy,161.907732,sttia,2024-02-29
stride1axzt6qmygyjv9ge5wzpdtmq450yvpq5zk0weww,120.945727,sttia,2024-02-29
stride1ayc2qjwcghutn4fkq00v9jd3njwp2w8zgzxh9k,1055.868418,sttia,2024-02-29
stride1aydtuj4rxmuctl6l26t0f0xhmq6y58ckk3xekg,114.532495,sttia,2024-02-29
stride1aykkqskwvqdnn06drqyfl89qvewghajlm2r6y7,119.225034,sttia,2024-02-29
stride1aykueduh82863a7qpvxg7qwfkruec6pcsays4q,119.736563,sttia,2024-02-29
stride1ayvat70uvvgzkfmzsnlrtg5zejgmleer4awu8e,172.168028,sttia,2024-02-29
stride1az2sxspr9mfv407ay7ktcqjj57zre2dxmeeyap,349.39218,sttia,2024-02-29
stride1az92dew5jrqft4ms60mdx5xanm4xt4w5g6nvyj,104.979873,sttia,2024-02-29
stride1azeq452qwrxmyk36ayd4hfjjtcndhwvgl5q6jy,239.95727,sttia,2024-02-29
stride1azx64f8dg53cv4jm5jwk33wlf0ujl7nzlydmgd,152.00131,sttia,2024-02-29
stride1azygplhqw96p8xfxmkw59mqynenvkyhvnvxdz5,1019.320816,sttia,2024-02-29
stride1c0alnmdraq35ds7v7k4fcm3322dx6v7yxcy2n4,318.550301,sttia,2024-02-29
stride1c0rl88tjfe026hfqkem6rcfjpmfwg3n57qwzqr,354.424383,sttia,2024-02-29
stride1c25y4202s0c5mw887mt3gdht24xlvk3r2qmnnw,337.751652,sttia,2024-02-29
stride1c279utmmdq4kn84mytwzr23g5262dz3vsgy72h,299.98,sttia,2024-02-29
stride1c284d7akq0l3sddxyrvw9j2nnn84u3phrqs6yu,6693.52414,sttia,2024-02-29
stride1c2956zxdq3fw4sk43qckt7rq67qe9c9fkauxzk,196.046438,sttia,2024-02-29
stride1c2cvn5g8r8waxxm3hz0ckd2h20elz8hypgru7g,194.98932,sttia,2024-02-29
stride1c32xkd0d8rcyts8vhrg95egu48zy3aeguw7gjp,101.743949,sttia,2024-02-29
stride1c36py3de66vmdx6ss98rxwzzpw43m3f874syre,100.3,sttia,2024-02-29
stride1c38n9j984a4mhujees8sdv6r4qcz0ehj699hxp,101.0,sttia,2024-02-29
stride1c3gx44q2rfp3nzw4wec0xeva3qf8vrrjzdx38c,429.250354,sttia,2024-02-29
stride1c3jqdx8yykrsxap3djpuru8j0pzrjuqjt5v4xn,112.418783,sttia,2024-02-29
stride1c3nafd7x83umdeu67qe203y33kluqcwknj4tz6,904.510347,sttia,2024-02-29
stride1c3r29stp4edqhp0gj6r087h069fpm88lugwp4z,544.96,sttia,2024-02-29
stride1c3ynd678f4p65mlt44j7wemq8df48rmhflauhy,124.378428,sttia,2024-02-29
stride1c4zfxtl75yv37dfyd92gwsvm6z2mjn4ej7r7np,119.736532,sttia,2024-02-29
stride1c58p6vht6hfzdcap78v6ewgx9jsxnfn538p2yl,100.751634,sttia,2024-02-29
stride1c5l0d0pwm6m34m9yph3xaudh6u44nae47aswrs,295.979999,sttia,2024-02-29
stride1c5rd8pjqp6dcqryww7f7ak7lxvufnl4k5ywunv,466.437849,sttia,2024-02-29
stride1c6a44at4u32t0dhesxd5t7pp7ua27nr3mcj4vx,199.731084,sttia,2024-02-29
stride1c6v3rmexg0h00ew030z93s47evtk9cm5zz2nv8,108.441587,sttia,2024-02-29
stride1c6wuk04s98pfe04xgn70ps9d8pjf3plvxzg6xe,125.687181,sttia,2024-02-29
stride1c6x8q5dy64w75j29g0txq7nemju5am7mdmt55m,1254.689234,sttia,2024-02-29
stride1c7dhx8kcxlhzlu7sz7gzkmt9wqpuncwdldxh0k,199.989046,sttia,2024-02-29
stride1c7llhtyz5dq5fnc56g2atctvex8rsj7csgdjet,195.338828,sttia,2024-02-29
stride1c7nh8z54mv8vwaepqhke34aakss34y2493tx5a,557.024895,sttia,2024-02-29
stride1c7qhypw6cuneq7vx83v5870hppts8qmwws500h,147.933883,sttia,2024-02-29
stride1c7vh0j052zn4vf0lnalx82kgj52xzxqsxuj286,107.796646,sttia,2024-02-29
stride1c80wjzj0jam8nefuq56qsddl8nly2wumuatkkd,100.951782,sttia,2024-02-29
stride1c8fymac2cszrary506nxykvkvnv5djv5rkh0lh,117.772154,sttia,2024-02-29
stride1c8j8k6ntl9hs9tc4t344flnjw7zz4c8p7lz3lp,103.176245,sttia,2024-02-29
stride1c8ktqx3gzl7s3vavsdfdwy6ap8tdfs7hlgyd0c,109.651529,sttia,2024-02-29
stride1c8uta2zumvc64kzgkcypz76e0d4jmzz2j6d649,103.641145,sttia,2024-02-29
stride1c90gtuganv34dz3dfn9fh423asm9k5s9cargyw,152.999999,sttia,2024-02-29
stride1c95mam499x7ky3mdf6sw20ergd0mu36ku7yfr9,226.092369,sttia,2024-02-29
stride1c974nc02h8vrgduzdtw8urtemvlxd5wmqvq032,110.580192,sttia,2024-02-29
stride1cae8prf3wahynfcl0slxxy0mnndnu5dkc0zldj,124.761257,sttia,2024-02-29
stride1cantkpmzq7gy65v4dzqvge2r78yy8ksnj38e0u,162.902192,sttia,2024-02-29
stride1cc6ger895542uzghf0lx3rhhxj6mwleqahm3td,2000.0,sttia,2024-02-29
stride1ccghrrw5rdvhlh5h6ma7kvg0d6zg4kamgkptjt,103.400584,sttia,2024-02-29
stride1cd4e74wx9tufvj7r2ruusj4hc5jgw46fnm06xp,1670.196217,sttia,2024-02-29
stride1cer3q04nujefgqks5agd3fmv5akz6qqny43kq0,526.999364,sttia,2024-02-29
stride1cesukfzssy5ue2nces9hjc250s0484ht2kceq2,169.163928,sttia,2024-02-29
stride1cetxzm9kakl0cyg4f3fj8p0y4g5tz7s6xldmmx,142.261497,sttia,2024-02-29
stride1cffqlxsq87myua4mxunv47jz65ly8makz3rsww,217.681422,sttia,2024-02-29
stride1cg3ek3svu8yh2eya8yuf4kr7fqmrv3wj45l8t3,119.736469,sttia,2024-02-29
stride1cg3vjejc29unqnxy5h2lkjln0ewatk3n3wr8wj,1074.270713,sttia,2024-02-29
stride1cgl8dkgp9qjly3785pa2dm049g0u8zvq6jhrzx,136.600011,sttia,2024-02-29
stride1cgxdnt6nrwhahym2c827943y0q5v6wuhkppach,1119.334033,sttia,2024-02-29
stride1cgy23n7m5wue0gkgw5jlw39yzv2kg4lfccrhdy,132.541018,sttia,2024-02-29
stride1ch20ap73dqudanw0ufhpn2jpvl6zayqe7nu7xy,164.170734,sttia,2024-02-29
stride1chlfquwm5002rylcgr833fs3dny5jwphczfgn9,123.999999,sttia,2024-02-29
stride1ck5lr8800p3qq3yk6ck9edl3s3wje0wzp4n2ns,200.929662,sttia,2024-02-29
stride1ckh4cekd0vwynl2smx3ma7gvr5udag9wzdfqry,199.952138,sttia,2024-02-29
stride1cmj2rmuwv8gr8pqz7fq3gm6cu6hderwssk78np,113.92574,sttia,2024-02-29
stride1cn9hchsemxtw2gkza4eq24fd4t086cy6903dfv,350.809731,sttia,2024-02-29
stride1cnta9v4z75z73fug4e600lmvm89c063w5t68qg,114.714491,sttia,2024-02-29
stride1cpc4j57pnyqjtxmaa27y26tjn8ruxhcjgylm5z,2016.264662,sttia,2024-02-29
stride1cpngflmjhtquc48f4wxm4sm9xaf0p57f2dtnsk,235.479999,sttia,2024-02-29
stride1cpt7yr8kvzj886cksdtank2dg8j6dtm2z8y2s2,138.243246,sttia,2024-02-29
stride1cr0hghfp20c38md5gkwrhxvrcp8alcyylj3prw,115.785178,sttia,2024-02-29
stride1cr4fpgv8elzhaduddqeywrf8lntq5vfvuyassl,114.856789,sttia,2024-02-29
stride1cr9ps7hxp4dxcljm8dnrf83vsxl8cxzghm4kum,150.0,sttia,2024-02-29
stride1crckdhfjpq4rn2prnf484fk7n239qtnm7tfkh6,146.413106,sttia,2024-02-29
stride1crd9vx3s9f8a99cqpxplv64jcseqwpvz4aluwz,109.959933,sttia,2024-02-29
stride1crk4pjlrlghw945w2w99l0vx877va7njq9j046,355.422818,sttia,2024-02-29
stride1crp60ua6z32645kkqy9m3exgemrhmfhe7uwfmj,105.502195,sttia,2024-02-29
stride1crvrxeyt5ks5ecw9j3s09swfpuxfm8jvcxq9qw,203.320107,sttia,2024-02-29
stride1cs0a4rftgvgxje4gwgfyjh2jk5c3zp8pee4c0f,109.452516,sttia,2024-02-29
stride1cskzjzvt9rzf33g2pdachecsgryekdf9x8csh2,339.999999,sttia,2024-02-29
stride1csssnz4clftjwlg6mq73tatxpwl3mlhw4a9yxx,744.322313,sttia,2024-02-29
stride1cstlk7wyqcgj66ajtnckaf5emntav4unu9qxqw,100.743851,sttia,2024-02-29
stride1cstv5nus92sjy923rp2377688s5v8gw9lj5fw5,149.98,sttia,2024-02-29
stride1csundq3w8jrwfwsx8dl2rk7ugh0t99whlg6umy,460.570766,sttia,2024-02-29
stride1cu7xx9gxzd7cky4k9xnydt30wj2ql4mxuvptyc,216.577602,sttia,2024-02-29
stride1cu9wdlz64r6ugr47lmz0praue9yzrddsxyjc90,120.023382,sttia,2024-02-29
stride1cufapkm5at7tncjf6wn2zmy223e977y8fkatkf,10176.091309,sttia,2024-02-29
stride1cujpg47ky4ec2xudrw2rh2jsjtuw48a3y4nnz2,164.647842,sttia,2024-02-29
stride1cuxyc625xkj4t8sype2c6wvc9caxft5t6ynxkz,112.197382,sttia,2024-02-29
stride1cv2yp4yh73w2rk5jg4nv2nr7ymuutga4yey9y6,165.317956,sttia,2024-02-29
stride1cvytsx349fe8wes76ackjs3usuj2tzteju4mkw,159.971238,sttia,2024-02-29
stride1cwjgvtrmpc0elfukeuy328e42afvjxkju6ky89,256.880127,sttia,2024-02-29
stride1cwqa457nwh8rhdrrah8mwm0vm0z65j6kh0a50x,100.751687,sttia,2024-02-29
stride1cx2vedpchggc9dta35jy3kvmfsazq4xjsru5me,100.750532,sttia,2024-02-29
stride1cxkkj0gkzfvfyjthqx8r7345lldsyy4sacxxam,119.736637,sttia,2024-02-29
stride1cyffpkv8exus30dg7ru70hs4ng75anfccy4cgg,502.568739,sttia,2024-02-29
stride1cyfhvw7agf77uucj5rz2z7flq6w4a4aph0r6tw,830.569378,sttia,2024-02-29
stride1cze32c4tymkqjdry38k4vdc2tmtzqrglmw24as,100.054934,sttia,2024-02-29
stride1d06u6y3uaud037prwuhyc6r4g0znyc9rxey8ql,1203.953587,sttia,2024-02-29
stride1d07mx2837mfkn4h7jkpx7gteyj4t2kk5l8xmgj,192.319155,sttia,2024-02-29
stride1d0e672uxp7gz25ef6r6gfs8f3cspgtck3z9veq,153.909438,sttia,2024-02-29
stride1d0yflyc5c20975a9442h44xlmqv5xapfel4fyn,1522.999971,sttia,2024-02-29
stride1d22uprj5tx897n5lzn9882w0fexcg2csyv3j0t,150.704724,sttia,2024-02-29
stride1d2u5hlu5y58972hmrpu96msar2drls5u4cz793,100.1,sttia,2024-02-29
stride1d35mtlpmc8z4pufs9pnk0wc8prqg4cw3hr6e2g,154.407074,sttia,2024-02-29
stride1d3emupehgrgzkgx2cw7cfp3v8t4q3z8anfedg4,310.240513,sttia,2024-02-29
stride1d44e0e7k5dfwyt0v4j60yuk6meapkaex89cual,526.891628,sttia,2024-02-29
stride1d4ca2d4my9s5quf6yts59pgj2l3fftzay2278u,199.731084,sttia,2024-02-29
stride1d4vmt2ephakayuvjgnwdfjxcvz8phvn6uhwmyp,101.198949,sttia,2024-02-29
stride1d5ewvehsh5kssfe0vrzst0k83aa5ewey4feuug,495.672509,sttia,2024-02-29
stride1d5sal34x4vmngzqwsyjksahe2d9fugmf8fmyar,206.987136,sttia,2024-02-29
stride1d680y54q7uh0t58krj8rher5hhea09npafruzd,299.979638,sttia,2024-02-29
stride1d6cr3fravzm2t0wq26xlzv8ald8su9n42r7vc0,1999.999998,sttia,2024-02-29
stride1d7430660rcms2l2mpchhyx820n0gupffx0vn0s,114.249998,sttia,2024-02-29
stride1d7nqcxj8juy22xqdc6rwpgy5t8sswxkp0sumtt,100.751733,sttia,2024-02-29
stride1d7r3s90jgy6r85uawp7dyzaz6455fttkspkp2a,323.615101,sttia,2024-02-29
stride1d7wte546dg3me3vxx28ae3emzrrzpn8n4pze0x,279.871594,sttia,2024-02-29
stride1d8junz2m8aac3pzy5d4evcwerflp0yu2t2zm4s,100.0,sttia,2024-02-29
stride1d8pfduxryrwkv3hh9jmc38q5edkwnk64t9zkkh,904.1001,sttia,2024-02-29
stride1d96f9e6fyck2fvuenczujp4z2ykx8akz26mdu7,100.747361,sttia,2024-02-29
stride1d9j83ll3e0jh5w8kycjcmzcm2wdy0mr3t0uu2n,207.021522,sttia,2024-02-29
