,stutia,sttia,strd
stride18rur4dy5qwgzmdwhdnl6mrlsp6cp8d70v04d58,1010000,1.01,0.4862501470656348
stride18t59sutazpt5d9t0rcnphpjs5y9v4ng4m3p8qe,1123700,1.1237,0.5409893962947067
stride18uhe265p6c8l5dhuxngkgfdtf88v6y6xvsg03q,9960000,9.96,4.795100460172002
stride18vvrk3xts393tmwwv9jz4z0zhuy0hvjfl0ud74,130000,0.13,0.06258665259260647
stride18w4fa4jlva646p8kwmjweadn2qu2npn3vwccqu,8980000,8.98,4.323293386781585
stride18wfrck80y0zrq0v807gfxz78556lc4aq7kpq7x,12660000,12.66,6.094977090941522
stride18xxufx2yy6gefcc2dazda2k73drej34qfz2ktk,5000000,5.0,2.4071789458694792
stride18y30qlzs450wpf5sxjas2k2j6d05tcrjgdkyaa,150000,0.15,0.07221536837608437
stride18ymwp227tevy4afs8cedt7lgck3crusg7udcuy,69980000,69.98,33.69087652638923
stride19070avsgy3w6u05405fdsl4w8gqnef53daeepf,10000000,10.0,4.8143578917389585
stride192yc3zp7gl987py3cvlsvh28x5dc5pmhqyqzpj,100000000,100.0,48.14357891738959
stride192yswn23xs4m342ytyp58lmr6mnyjmpvqnyjwj,2480000,2.48,1.1939607571512618
stride19304zwwcrgqtqtut2kv8gxkl8y9sn0weqy6hyd,390000,0.39,0.18775995777781937
stride19349tzgs5zp79tzdq7sxxh9k2xs29yurekp8ys,10314600,10.3146,4.965817591013066
stride196l9e6mk5ne08r7jznuktsex2euc5wgqgetu7a,1280000,1.28,0.6162378101425867
stride196mzywj9mpjxklwc0gs8g9mdfgvr5tmp3r448l,296303880,296.30388,142.65129230308733
stride198w4fxqy2zjwajdnx07cg5a47c0ejwa68l73ng,7000000,7.0,3.370050524217271
stride198zsg3w46vsej9dn8tdu30hh437ds9elws2erd,242415310,242.41531,116.70740607768461
stride19dlhldfqyjddqvret55ph0yjl76upp9ggakr70,50680960,50.68096,24.39962797369065
stride19eqqh492tr2flkxs0xyjga4d8r7zgx7m3f5636,7145020,7.14502,3.4398683423632694
stride19ftad5hq27s6upp7hpwnkwftmdvt4thfl6lmy7,987000,0.987,0.47517712391463524
stride19gqgjg3qwvwa5l5czxfkd5dadxejrdc7xq6lny,324810,0.32481,0.15637515868157312
stride19h5tgpk5hue7atcf0szl5jqcy4eyreke6907cu,402380000,402.38,193.7201328477922
stride19jd2ywcamhkl6ln8a7y6spw7yz530d0wqnrkxa,130000,0.13,0.06258665259260647
stride19jfu8esg7pt8s7lkgk88pc0hn4efm4hr6hxjjs,102000000,102.0,49.106450495737384
stride19ldh6m483ywl4c0zt0yn4fay2a9x4xnzmg6wmf,101000000,101.0,48.62501470656348
stride19lep0waggy48yyaal9d9sgf5u2tga3gj95qgre,12000000,12.0,5.77722947008675
stride19m74dse2xqcr5nw78zq4rfq8wcpqxkk7gr35er,1500000,1.5,0.7221536837608438
stride19n3adpzp6rl0lvukgyrqtteghw9tvqde48fj2h,922100,0.9221,0.4439319411972494
stride19pvae3ug5ku3xlfg3rd4fsn2sn242mhhp4cfpu,20498710,20.49871,9.86881262589683
stride19rgmhtscem9davjqq3pn6u4h4v730g7tfl3e8m,14980000,14.98,7.211908121824961
stride19sreat7xl3g8jrepm23keqe5zt73gl0dhyg444,8000000,8.0,3.851486313391167
stride19tqpf8sys0757llg0xna665ve5acaes08lttcr,330000,0.33,0.15887381042738563
stride19tx2rvtmd904p8txh27cah0j3duy2s0gzpnmxs,8980000,8.98,4.323293386781585
stride19u6n8hl3d54c5qty56642uscnujsl7cgux9knj,5063610,5.06361,2.4378030764188305
stride19uvw0azm9u0k6vqe4e22cga6kteskdqq3ulj6q,299971,0.299971,0.1444167751142827
stride19vf5mfr40awvkefw69nl6p3mmlsnacmmfvxc5m,150000,0.15,0.07221536837608437
stride19wwm9dgvm2rzqvgktrxxkfw92wmqpyr749yjtt,1260000,1.26,0.6066090943591088
stride19xhu4v5gfw96u3v332w5xdc6ltk5pp6t6dskqj,15176780,15.17678,7.3066450564186
stride19xj7al674unvec7pzze64cq8efpknc4ghkg742,2419980000,2419.98,1165.0649810850446
stride19xmylmagyekwc89e9sugz7nlvkml08hfwyxkn5,500000,0.5,0.24071789458694795
stride19ydml4skxuznj8mflp9hwlk8p50t9lqscptxg4,2143000,2.143,1.0317168961996588
stride19zku5kfj723perk5qgy0gxadnup7wmmldwxkau,1153150,1.15315,0.5551676802858779
stride1a0scl9zrnf5dus5s0dg779cy2wh6h9ncre9z8e,101000000,101.0,48.62501470656348
stride1a2wgvu28zlt355u5sntztutczw27rrt6368czq,12717670,12.71767,6.122741492903179
stride1a5yrunz8lvljn6ejrra78q7pzc3mfw4n8pt364,5080000,5.08,2.445693809003391
stride1a6kapwt43a2h793wdgutz63m2npv2yrxmshm6h,12500000,12.5,6.017947364673699
stride1a8hmzs2fgjxpcdyvzgsuytzhh3uhrs2j7dvplz,20500000,20.5,9.869433678064865
stride1a98nd448r9ztk3umsnkcz22ay8nxh5vhfsagwx,100000000,100.0,48.14357891738959
stride1a99vdzknr8mckqm7g99g42mmacq2yhkqlxq8z5,49980000,49.98,24.062160742911313
stride1a9fjv74zxynm2gqylsx78a6cykl594s5ajcw7p,65259390,65.25939,31.418205925657045
stride1a9kpek6dl4cnc68tvud5sv9hczkm3509s2uh9a,146600000,146.6,70.57848669289314
stride1aawzjnrelfytjgf3v06ws9hc9nq9hm0snnd2cs,1000000,1.0,0.4814357891738959
stride1ac9csg5c4ks8rpjqfz5ql6xzj7evpc8tggvr4n,1745240410,1745.24041,840.2211940865236
stride1adqeglychswah04f8w3jfnurjkdt9f8h6hq8pq,18700000,18.7,9.002849257551853
stride1agdclsrqae2saqusg52x6tjnh8vavv0ztug8d9,42480000,42.48,20.451392324107093
stride1agt7g0clnrhgjem5fhwlzcakjyyn5z5exjxkzu,8768200,8.7682,4.221325286634554
stride1ahgad4qvwuu8kclulrgpe95j03aas6weyzdnq3,2000000,2.0,0.9628715783477918
stride1ahm8pqwqx00ld7arv7fyfefkwppt569dmx4u7a,1235190,1.23519,0.5946646724297044
stride1ahsgwdj3g8ca6dn7kwhtu029spg9jgx8vq6zcw,2000000,2.0,0.9628715783477918
stride1aj3gwpa0m3z0n9mufpyd0d6sl3cws5ed2d98gt,199980000,199.98,96.27752911899569
stride1akkn4ae442ns46wa0l9yq4ex43r4ja79vq70x9,4480000,4.48,2.1568323354990535
stride1al023rlcr04q24n36psc9z6rzuq3p40jzf6u34,9363060,9.36306,4.507712180182538
stride1alk8p6hh58nyctjcccuwcrwl4hswzch0twgt2k,2194000,2.194,1.0562701214475276
stride1am99pcvynqqhyrwqfvfmnvxjk96rn46le9j65c,150000,0.15,0.07221536837608437
stride1apqw3scu8q6l3ktfxnwfv3jmdm445j47a5h7rg,5000000,5.0,2.4071789458694792
stride1aqd7g023unxu6n0frvtqyezhkqaa0njpgcmlej,25000000,25.0,12.035894729347397
stride1aqzqnr9g6m0su6zaw5hparfvzs6rkyd5hk3n2c,147837230,147.83723,71.17413349433275
stride1ar5cxc60sadv0el9235h7wvrva4c9e7v6wm06u,1100000,1.1,0.5295793680912855
stride1arewqj0qyeptyae082f7l5gldkgge027jn8l9g,11250000,11.25,5.416152628206328
stride1arl3wnskvm5xh4vaev6g94fy9ty8xlu7y6jydc,6500000,6.5,3.1293326296303228
stride1aum4kuw37amg03xd8apny6gkjd7ex4ue5qtsk6,1050000,1.05,0.5055075786325907
stride1ax00cqwqtdmtsqzk40ls02pgdkdxd2299hea7u,2980000,2.98,1.4346786517382095
stride1axwn5jls5f0ww6u0whqpcn32ur3ulh2hkeygmk,9736560,9.73656,4.687528447438988
stride1aykkqskwvqdnn06drqyfl89qvewghajlm2r6y7,14500000,14.5,6.98081894302149
stride1az0f6dhncud2ku4smyp0vz38fyhgtd4j2xdcu9,4400000,4.4,2.118317472365142
stride1azx64f8dg53cv4jm5jwk33wlf0ujl7nzlydmgd,152000000,152.0,73.17823995443217
stride1azyaw2v5lhcl49p5czqmv9rgmagfzrcxtedfvg,30505910,30.50591,14.686636855317843
stride1c0alnmdraq35ds7v7k4fcm3322dx6v7yxcy2n4,11000000,11.0,5.295793680912855
stride1c0rfgt4qfmy4wygx2sywwes47e3w37mape845z,15980000,15.98,7.6933439109988555
stride1c25y4202s0c5mw887mt3gdht24xlvk3r2qmnnw,150000000,150.0,72.21536837608437
stride1c36py3de66vmdx6ss98rxwzzpw43m3f874syre,100300000,100.3,48.28800965414175
stride1c485zft9h4tv5eyth4kj2kwxwku73ghrn8ak5r,1230000,1.23,0.5921660206838919
stride1c59038yvps64z3hgaauftrdl25yq04kq4radcw,30000000,30.0,14.443073675216876
stride1c5c74qtlz7zjaf3knmhgpatd85hc8kp88fpd20,7800000,7.8,3.7551991555563875
stride1c6428h6ty22tqxtxdvh6dp8q9crp8uhyzhgyxh,10000000,10.0,4.8143578917389585
stride1c7mxe3apxufc5jv0j4vmw5pgnraqqxvvpen39e,2246460,2.24646,1.08152624294759
stride1c7vh0j052zn4vf0lnalx82kgj52xzxqsxuj286,49940000,49.94,24.042903311344357
stride1c8fymac2cszrary506nxykvkvnv5djv5rkh0lh,150000,0.15,0.07221536837608437
stride1caxfsrsd765c3d2euvzu0xjrgj4v7ms9r6l7gm,2480000,2.48,1.1939607571512618
stride1cd2a8gp502fupjxxdvyacr4z4ku2cqahgrmrv7,1180000,1.18,0.5680942312251971
stride1cdhhgucfhmzpk5vcnssrlpgrmmq2nwndsewc8q,169490,0.16949,0.08159855190708361
stride1cds9fdym40240pxwj0s74y59jugrj963cnr0za,400000,0.4,0.19257431566955832
stride1cek9m7ph6gnpyalm9r6ssfpfuw7yx96fv04jfy,2900000,2.9,1.396163788604298
stride1ck79n73990k8vrv5u9892xnj5a2epfzk8usmjm,9626450,9.62645,4.63451755269305
stride1ck9pumz5x2640n7e3ppavzk2kcqg730uzzt7zz,7980000,7.98,3.8418575976076887
stride1cl4ewa5720hdn66gqtpju92re453j0jee3hauh,51980000,51.98,25.025032321259108
stride1cm6nqqnn65r7dc0x83u27v65ez2y6gm9aqa6u4,1500000,1.5,0.7221536837608438
stride1cmfpfreg97nkkj6na6prkw2ss73856q0j5h8hc,26980000,26.98,12.98913759191171
stride1cmj2rmuwv8gr8pqz7fq3gm6cu6hderwssk78np,113925740,113.92574,54.84792854412008
stride1cnqcg9rq2azs0vrv2jzgmdhea9ltcuv6kh64cg,200000,0.2,0.09628715783477916
stride1cpc4j57pnyqjtxmaa27y26tjn8ruxhcjgylm5z,58510630,58.51063,28.16911132911183
stride1cpeknh07yc0lxxg22mv3jehrc97eecnj5xwslt,2097080,2.09708,1.0096093647607935
stride1crckdhfjpq4rn2prnf484fk7n239qtnm7tfkh6,4282660000,4282.66,2061.8257968634766
stride1crw45e9hjlgg4klpvc6zy3rrr03z65rfjphk4v,40680000,40.68,19.584807903594083
stride1cstv5nus92sjy923rp2377688s5v8gw9lj5fw5,149980000,149.98,72.20573966030089
stride1cw7hn6y8zn46mt80ns484f8kuk90aq5f0gg8qx,69000000,69.0,33.219069452998816
stride1cx0yl2a98wqk90d7kne8fn26jjdey4cuwg88rx,10000000,10.0,4.8143578917389585
stride1cya07r5t3atfnygkalt7h7ecwa2zxwlhgtmwvx,27980000,27.98,13.470573381085607
stride1cz2csufx76fknp8z3z85mren77j33gwv6lfj73,15460000,15.46,7.442997300628431
stride1cz3rgk0mnhqtj54u6a3z4wa6rzr7f9ddc85wfp,4000000,4.0,1.9257431566955836
stride1cz6gt6jcqctyffjl5dkg8ly7fkjlsulfwx3443,9880000,9.88,4.756585597038091
stride1czw50y97zentdcyamsnc8d3t3mr5tn49kpswxp,2000000,2.0,0.9628715783477918
stride1d09hgtyhza07d0vcsl3jvwkmp5fte7c3edwwpc,4000000,4.0,1.9257431566955836
stride1d22uprj5tx897n5lzn9882w0fexcg2csyv3j0t,19980000,19.98,9.61908706769444
stride1d3lde6zj7v2v6tt6svmg6kns2r2xy3kea4d3xg,15000714,15.000714,7.221880582761909
stride1d3z75044sme90rmh9w9z44cmpdx6z8hwkx78el,5500000,5.5,2.6478968404564274
stride1d43gwrh6v2ewyc3jc5760dsl38jmkxdmar070u,38100000,38.1,18.342703567525433
stride1d7t3vjflxxgx67vqyrnyhjcjpghqhf07w6qty2,2267370,2.26737,1.0915930652992163
stride1d8w5ju4xrkzjxk8dxzq0mdgu2lpvqgyh3q36te,1980000,1.98,0.9532428625643138
stride1d9j83ll3e0jh5w8kycjcmzcm2wdy0mr3t0uu2n,118000000,118.0,56.80942312251971
stride1d9urmdrc3e2lgjktckn9vzg8es3srazaamxw22,85440000,85.44,41.13387382701766
stride1dcxtcdrdnqd36g7htz6tf0f2vh7p0kaz295pda,369161910,369.16191,177.7277554737927
stride1dds94ypfvpthxfagnc6nhp0w28jpzvyrpzgvz2,280000,0.28,0.13480202096869084
stride1df7p32t2kyxf2esqhtl93lvq8cynuu2esxx32g,161660,0.16166,0.077828909677852
stride1dfa6w9f9wapf33aqymtvtrvk2rmwnzldg994k2,25000000,25.0,12.035894729347397
stride1dh2c9svrkahv4szpn5wm9wwpxfcy8cy2a3m7xn,6080240,6.08024,2.9272451427666883
stride1dhkdanmn24fymj5ve8t6jl58uwdrslrjfttg2g,2980000,2.98,1.4346786517382095
stride1dhzzvmfnw2esmu52k9vzwuu08pwt0zrztk0frg,20000000,20.0,9.628715783477917
stride1dj3n3pjz89szqe3vd3jqcyh5s2h9p80qwnt3s7,15143920,15.14392,7.290825076386345
stride1djqpcjyy2rcphlestk64l3c8pt48udh3z24jsr,62300000,62.3,29.99344966553371
stride1dkeg33d6q7gyvpk9gjmcqntu7m8835u5p7ftz2,5835840000,5835.84,2809.5822358925884
stride1dl7taczrl0ygc9p7tedgfn93ah5ka3u9zg8ntd,5000000,5.0,2.4071789458694792
stride1dlrhqqcj9pnyly9z3u74wrd80tjpzay4q99w44,1000000,1.0,0.4814357891738959
stride1dls7x2ndtg8axzz4cx735ec9j8s0s5txnk3eu8,56647450,56.64745,27.272109795438805
stride1dm5wfrlahz40e3u54lr3wlplqj6ad0h9dkpd9f,700000,0.7,0.33700505242172707
stride1dny2e9tgmmxn0cplgs74hq5scavykcw86p6ery,75647860,75.64786,36.41958717841639
stride1dp8q8uqt5jenw03xqd4d7yn5uqnt8gcjlxux3r,15006330,15.00633,7.224584326153908
stride1dqxyc2pzmwrw0v6e8nf9alsz9d42ffq9dsdfn7,121000000,121.0,58.2537304900414
stride1dsunl9mpp6jwk8ws5fqrvtm2vwz2ymsjzvqe5k,302508700,302.5087,145.6385147164693
stride1du8gvmmmq6z5cqv9hdz3vawndm7uphlw4e69e9,9980000,9.98,4.804729175955481
stride1dvfs7lzahxw0alfqmput49g9zpzx6c00j9z9hr,160000,0.16,0.07702972626782334
stride1dyu20ajh5hahfek4wxnr64zg3sq6qfmyh9ttuy,1030000,1.03,0.4958788628491127
stride1dzyyf25864mtp0854vpy2jzqnacljwxpzyh8wv,6039520,6.03952,2.9076410774315278
stride1e0d0daqr34t7kgdumgrlrwf7xye9alqf3pnv5t,6200000,6.2,2.9849018928781543
stride1e0v83jk03v04n2we9ha4hq4dwt7sq6gktwltdv,1511760,1.51176,0.7278153686415288
stride1e25w7wltwzfhplnaw60zhll8pnxsjzc3kwgxlp,13850000,13.85,6.667885680058457
stride1e3epmxsdl38m2s2lc8z7nagun5nw4dc3kffqaq,25000000,25.0,12.035894729347397
stride1e3u2ec7mc9u6nxss7mglahcq3m76x3t75fevsf,20000000,20.0,9.628715783477917
stride1e5qhaq74vj5svwy7uhgsy7urmspd3k32w4vahn,209980000,209.98,101.09188701073464
stride1e7enpekdj6w2352umr7m9g6m87rcj22nf9m029,980000,0.98,0.4718070733904179
stride1e7u6zyqfu43ak3xfm209pk05c5hsplfaajg9wf,25232850,25.23285,12.147997052856537
stride1e86tumjxd04sdsvz5pvadds8x24qnydl70ex4j,75780039,75.780039,36.483222879593605
stride1e86vv4u5pkvlkgadct2jhrq57zqlls82kznvjq,49980000,49.98,24.062160742911313
stride1e8d7s9ennj2n2cxsv7rt5nyrkfy4rae32f3kc3,180380000,180.38,86.84138765118733
stride1e8npus9ythl95hnyxyd975ppagf4rwp8gy6pl0,99980000,99.98,48.13395020160611
stride1e9p8t2p8mwqwmqaagqa3vfpk2vthxjk3hjjegc,1000000,1.0,0.4814357891738959
stride1ecvvgp7vspxxtzj05t9y3ys3awlxfwe42mgzxv,5000000,5.0,2.4071789458694792
stride1ecyx9wzny4502p724t52vpc980ma5uwmdvgkph,18980000,18.98,9.137651278520543
stride1edlew644kzjgcx7lfzyh7wh4jh944e8zxpn7gm,1010000,1.01,0.4862501470656348
stride1edulqalla6lq5nsk0lp2hshdr4zhk5rwarvkvf,9979680,9.97968,4.804575116502945
stride1eeglvldg3txkr6yx7jjfzq9epe244dxgyyde2t,980000,0.98,0.4718070733904179
stride1eenw7krvg777ac3w7u6axlc3hgx8scy2nrpzft,4760000,4.76,2.2916343564677444
stride1eevjy7gad3tn2st3jjkk3ejtfls6nl2qafhss3,24980000,24.98,12.02626601356392
stride1eeyy2y3nwcnv4s3qfw7adfptl3edv9pv4phfw0,10230000,10.23,4.925088123248955
stride1eg3hlclnjmdc5uettk0equzr669gakjjvp9yrj,6444330,6.44433,3.102531099247012
stride1egq6gw9vkc24zwr3tdq9fv2drwlu8vaaj8zl2v,980000,0.98,0.4718070733904179
stride1eh9sh7znpxqvdr3az796ueejjmnzvd2tpg9k9g,1980000,1.98,0.9532428625643138
stride1ehz8w7hkdj0860r7wy3pem49xskzfd9j237v92,6290000,6.29,3.028231113903805
stride1ejhgqttsncrjk28hxmeaa66cxwcgmj0pme87l5,1800000,1.8,0.8665844205130125
stride1ejpx6eddy8pfky2rxcyr70erj6fu9x9rj60k83,48725110,48.72511,23.458011785434884
stride1ekjajkh3cpvztlwnpgmucr5kt6e9hradz6v627,3850000,3.85,1.8535277883194992
stride1elfhsez4pyz66llrs6ukqp5p07v9vck2q859mk,3980000,3.98,1.9161144409121056
stride1elt0eazh78wtfn2v93xs6dh732ayq0962g4cuz,4900000,4.9,2.3590353669520896
stride1eqe8q2ylmfegkxxgvwgdz3ap5hwqtewck79xtx,1380000,1.38,0.6643813890599762
stride1eqkle6xszsmgn22lkpzrmu30kl0l7zn4j0wes5,878580,0.87858,0.4229798556524014
stride1erh0lvq0c7vhhddmahm77yll8yjg47hppavpyd,17772900,17.7729,8.556510137408733
stride1etca2z92us70cxpq2g04hcwn79jq29lx9v29fp,8400000,8.4,4.044060629060725
stride1etltrk88jyye62lynfd8e8zhnu0lxd9ucf4q6g,3200000,3.2,1.5405945253564666
stride1eugx89egzgs0lfv69dzuxqmqzaddn6n38hflnx,1480000,1.48,0.7125249679773659
stride1f0pztnf80zkcks6vp8l0az7tkup0afefx534tt,5010000,5.01,2.4119933037612182
stride1f2yycyms55kmk9rmz6ax5hhsm7g8vv8yw34w26,1005000,1.005,0.4838429681197653
stride1f3xnt2t6qtqlwcqu42elxncyenqglu9fhq0cwq,35000000,35.0,16.850252621086355
stride1f7h6ta3rpnrm44uw4vwkqt8zcvh76jn3swhk6j,52194340,52.19434,25.128223268310638
stride1f9stm42q5crjhyx8drvfzhxwu7ttzhqx2g54mv,14976800,14.9768,7.210367527299603
stride1fa97z0cp8qflwekkph33yncngja8tmsz3v8k8m,8000000,8.0,3.851486313391167
stride1fcc0umhfthpm59u00rfjccndxdumxk32y8yuy7,14065760,14.06576,6.771760265930617
stride1fcm4h2h6yulx7qe0p9jtxjy83eh6p9tyndtzwv,8000000,8.0,3.851486313391167
stride1fctkzms7hr84t0hurdxldpxqz03339gw7fz7wx,121137470,121.13747,58.319913467979134
stride1fg43v4fh76ud755u9tluh3x8jm2r6k5s6cfncn,1079034390,1079.03439,519.4857730954234
stride1fgqazd6uat9c0hgq9qw0get4kac6md2lpaaymw,4980000,4.98,2.397550230086001
stride1fgwaqndwpl2hmk6vv98vt07fkefvx46ww4nc5r,8000000,8.0,3.851486313391167
stride1fh8z60rs2mpkhhamav2pj4gzf3prn6kfc40f5j,7000000,7.0,3.370050524217271
stride1fhrxn5n2ce7n4rm3n0e9zsuccjjp724ypaka34,230000,0.23,0.11073023150999604
stride1fhw0x2yqj0wym4wrg35azrqnllymc4nxdz44cp,25000000,25.0,12.035894729347397
stride1fk3hnka69csn59g8elte4w77sf9nff3fzlwz0h,9980000,9.98,4.804729175955481
stride1fkgdr2xsvdq6476egtyaksp4mkaxyec995p7xl,100000000,100.0,48.14357891738959
stride1fkpsd862cvy2qpehnkay3wm4cz4ndnc29k9drz,80921620,80.92162,38.95856398593011
stride1fl6df8jfd0zh4ljmdurnhftjdyt02y0083dque,17355200,17.3552,8.355414408270796
stride1flnvellzgsm0pex6y4r74d7lfldwe4fae6ge8t,480000,0.48,0.23108917880347
stride1fltgn9qx96xm5exrxcgtzyajglhdn6zvaee3vf,16000000,16.0,7.702972626782334
stride1flv2j05hmfztweez0gycw5le24aajaklw4hldx,15980000,15.98,7.6933439109988555
stride1fm2h9mp4xrrumdrjk2w97hltnrt2u2twyppdwe,32960000,32.96,15.868123611171606
stride1fm75665ngmepzptd5xukue0hu7lwy7wuxf2793,2980000,2.98,1.4346786517382095
stride1fqw4urjl4u75l04k8ndmj2f5n5g4skds89rq27,162900000,162.9,78.42589005642763
stride1frhuxp4ypg5tkn4t8swhpa4msrzxq4wyxnghd2,2000000,2.0,0.9628715783477918
stride1frk2uh788h3ewy7eu429kep6690yknk8shxw8q,5000000,5.0,2.4071789458694792
stride1fsq5avlsvr6xjrqfsh6jaqn6wra65amgtk8jlf,1980000,1.98,0.9532428625643138
stride1fsqedaj7asaa8fvtld9tcc3wg8f9cr9sm53f3j,24980000,24.98,12.02626601356392
stride1ftw38q80aacjyjuz5xhxcc5t6m3rvp79rfjpfd,9980000,9.98,4.804729175955481
stride1fvqtvtxq4hh3rm4hsnd60dgqy9449pptrpahgp,131000,0.131,0.06306808838178037
stride1fvyx27e3nn4vmjjscpnc0vqxnnrlphj8tm767q,3110000,3.11,1.497265304330816
stride1fxj0s3n8d53v6xhzp8wrf2fpnupte7v3vc3ptc,193084050,193.08405,92.95757198864196
stride1fyh4642mht5xdx52ch2k6s5lcdyr2jtzunsk6e,1400000,1.4,0.6740101048434541
stride1fzu5z7xxwaff68m3jjpspg5pzccqhzc7nkq0zl,936000,0.936,0.4506238986667665
stride1g3av4tadceud9zvn5h3lce9457hs7npj6l252s,240240,0.24024,0.11566013399113674
stride1g3we5z3h0323aqseqkxpxu0ngrktezvt2p07dl,11980000,11.98,5.767600754303273
stride1g4np973a2p5hncfsauptjj6tz9ykxpclzpl4rr,4980000,4.98,2.397550230086001
stride1g4rk2wc4vu60ej96tgefnff30avkj2tcww4m6k,1480000,1.48,0.7125249679773659
stride1g5m57dtfa6txvencd65jghln4zsfq7rwvw3ztk,126595900,126.5959,60.9477970226796
stride1g5ur4lf7hgfjuat9zd5v6r0v073yzh9rx7jpx3,1000000,1.0,0.4814357891738959
stride1g5weds8mc3jn7zg0yjckfqvpgfmvsn0j68anzy,12980000,12.98,6.249036543477168
stride1g7266hgx66am968gml4pk4jjh2u9rqk4uecy0s,6000000,6.0,2.888614735043375
stride1g775g5u284q96zq8d0q948tj50l3luf749q3km,16000000,16.0,7.702972626782334
stride1g8z8gg3dzr9md4288t83yexvsl63t56qlt58pl,15980000,15.98,7.6933439109988555
stride1g8zry4w76f2t9pe8zhv3xn852js0tmh4ju0d7h,4000000,4.0,1.9257431566955836
stride1g93ux6aj97ny7dh6g3u3eerv9nnvlh0dhzaxa9,109000000,109.0,52.47650101995465
stride1g95pkvxqfhp0zhrcrka3g38q8wmap6dlcffr7k,2080000,2.08,1.0013864414817035
stride1g989w3gr8n8ue2uuzcrjh6k5cjyf7jkzc3lhkz,1480000,1.48,0.7125249679773659
stride1gakrehz73053ddska7l2hpkcn0afypl2ergwl4,54000000,54.0,25.997532615390377
stride1galxncrza6pdxgk2t628y50n0jv2s5ee2k32px,103982630,103.98263,50.06095953442722
stride1gdcstw4696n85k9vfgm9hazk939elfhugff8uv,550000,0.55,0.26478968404564274
stride1ge7ym2cfnuuq6k5gudj620cyam2lkzfdn2vh36,3000000,3.0,1.4443073675216875
stride1ggdh3x5t4a6czrpq4rrg9j7djm0e8xp9m8350r,20980000,20.98,10.100522856868334
stride1ghpr6f7kam2z86k2dc763j64ja5xsnt2pkm8yq,1800000,1.8,0.8665844205130125
stride1gjxhjudqcu0ekdzlda6vt6m9kyzranwm3968kk,356480000,356.48,171.6222301247104
stride1gkwc6elz7p4g6zw2sq8u4hyqk9xt4jp20uepfu,5790000,5.79,2.7875132193168572
stride1gl0nyu74cv9wypy7hcuass06e8ap257mxqrvj2,144211920,144.21192,69.42877951348274
stride1gm4jceunfw78eee8a0n2wa5cq6q5sf8p3m8cpy,174500000,174.5,84.01054521084482
stride1gm9stluhw4xklwyv5kwx9v3veqsm2uq9nnfwfe,7000000000,7000.0,3370.0505242172712
stride1gnj7rh5h360ez824sp34zu3ak34557zv7n0vwp,175000000,175.0,84.25126310543178
stride1gnr8wlc7864w5yhgeyu49mrfh76fehktse8pmx,2000000,2.0,0.9628715783477918
stride1gp94e2st9x758dc996vlcw4uaflphsgkwlzf9u,9980000,9.98,4.804729175955481
stride1gph8dkzn5nmhhtypk852wth9cfw26zv0jxf2dg,44182930,44.18293,21.271243772565
stride1gpw7zf88eqv43pm97twhhwd2a6w4nhtghk6kdx,924250,0.92425,0.4449670281439733
stride1gr4xqrhmn44a7uu4ddhdulyrngxs0w2nt8atrv,7000000,7.0,3.370050524217271
stride1gr889htvlw0rcmrszj56etqdjwrvd09mmcnuel,4300000,4.3,2.0701738934477523
stride1gs38g7yh9c6srr7hyp9knln4jcm4ckcqqyqrdx,25000000,25.0,12.035894729347397
stride1gttegjaudlt7aspawztsehn8p8p5xg0prvh7k8,14980000,14.98,7.211908121824961
stride1gue2760lun5mhu7tkht7vwp2v4uukksj7zucpr,100000000,100.0,48.14357891738959
stride1gup4pcsyr8vuqa574ydmhaxqq4jf0w6pdzx3fh,24980000,24.98,12.02626601356392
stride1gv9tnchg4gywjqssraj8sst8mjrhaspqvnhe87,27980000,27.98,13.470573381085607
stride1gvsqfvq69rgaq8k80uydrggjhk9tcscsr99ke0,40000000,40.0,19.257431566955834
stride1gvtlcwnkrz6zwz8knc73xs9pkt7mrtrd3m6gph,188000000,188.0,90.50992836469243
stride1gw2dhp3anj4nlh8hrslsq2tg6wzvnza49etukg,2680000,2.68,1.2902479149860409
stride1gytmmztflnm3naxwwst0jh4lnpu5lw9zv0g5uj,11000000,11.0,5.295793680912855
stride1gzp8ygyq3t635fzvgc8hmlnud7tpqal6znjlvd,8480000,8.48,4.082575492194637
stride1h0hm7pracdgp727pt7t3hkxa98w7ltq5altye9,1945761,1.945761,0.9367589825787889
stride1h0r5zscgx3ajrg4mcmhqskd3fq0k2v2trcf9e9,600000,0.6,0.2888614735043375
stride1h295kur87swge9sjurpeqnpwy86d8740eu9f8u,15000000,15.0,7.221536837608438
stride1h3s2gf4yp6tzlq5tf8jh6r857fvr4hrvghm7mj,1700000,1.7,0.8184408415956229
stride1h4vhm47q8eald78yg58crjmx53exnzl37j8ttk,130000,0.13,0.06258665259260647
stride1h4yewxxfkvt6z3d4hk58f2w2zvyurx45fkzfzq,9980000,9.98,4.804729175955481
stride1h6zflde4eps8etkwnpsd4yh94wpx2jqqmzxs82,280000,0.28,0.13480202096869084
stride1h7xtcxsh356vfcygglrcn67c8jk47mkx6evl93,380000,0.38,0.18294559988608042
stride1h8fpf2lwrcynf4vzyx2f9hjtemaluhzctq5f9p,3568160,3.56816,1.7178399254987284
stride1ha9wce9kfunetectecxz529ug43yfz36fqlh7w,295000000,295.0,142.0235578062993
