,stutia,sttia,strd
stride1hc06v8mr6aqa4rpfhnwnfe9xjcxemez8vm674r,10000000,10.0,4.8143578917389585
stride1hc0fqn44kngjzk8daxucmsvuq0y3rt7herx8y5,2780000,2.78,1.3383914939034305
stride1hcc5vg0yememvuzclhe4lkm7f7wzg7feyxsgat,230980000,230.98,111.20203858338647
stride1hcj67a0jfmy3pk4nth37zc2jntw5my538c92vy,12000000,12.0,5.77722947008675
stride1hdq9n0sq6wje79xglgqqyy0s86xxxykuhaus3y,30000000,30.0,14.443073675216876
stride1hdy3dydep5ykjpyfxase43tudu3qdtz08dclry,19980000,19.98,9.61908706769444
stride1henc5tvvf4wz88nczxhms6px2gsfu483j5kx08,2200000,2.2,1.059158736182571
stride1hg96rwmwa9dsy4ktjy92g9pmht3de2jllv93ae,1980000,1.98,0.9532428625643138
stride1hgqndwy6zcukf8uqu0xzxmhtduvcjqhdjfnzkq,5400000,5.4,2.5997532615390377
stride1hgu6zxznj475aem904swpaphkxsptuyr7l8r8m,16661900,16.6619,8.021634975636536
stride1hheryepdqyamzy4vsh7alcjlwq5k0kfm8t8j63,3000000,3.0,1.4443073675216875
stride1hjlszpuk7slc06e6rzy4edfz5aqya739jhx2px,3064830,3.06483,1.4755188497338314
stride1hls859pjpq5gqyapxvk585p8fcyxgppsglal8r,7378630,7.37863,3.552336557072183
stride1hm7g8ep46hxxahj7wyjqz634r5hfpcxwx9rmw4,980000,0.98,0.4718070733904179
stride1hncz0ykgkma5shsh2v4lny3xx7g07z3y4kxx0g,25000000,25.0,12.035894729347397
stride1hndzztu6fwnlqw35l88qqjptssh6762parge9f,6200000,6.2,2.9849018928781543
stride1hpuzvp3sguqrwnf2094x57p2a9hrz95r5s3p2t,10000000,10.0,4.8143578917389585
stride1hqaanlhydmwg3n548eu2gusqrtsgaq9gu2ct3w,22000000,22.0,10.59158736182571
stride1hqz8gynuw92qwqqwneha43gk7v2ectgtyhtp8y,11427810,11.42781,5.501756725879338
stride1hrhsrwxyt84q3k3fffc6d8ert2yxhgluqazk8t,2500000,2.5,1.2035894729347396
stride1huu3jgpsuug8cse53dewfknxwvsskj5lx4ffhr,1010000,1.01,0.4862501470656348
stride1hv0vf4xphwhdaupj6w6ux79wwlekskstkfwamf,3980000,3.98,1.9161144409121056
stride1hwqya2ly42gtww0g5nupsmy8msn24kx34vaxh2,22460000,22.46,10.813047824845702
stride1hx5eeyjep4dwgckys9xx34akvtpy4ga3mz3xag,2000000,2.0,0.9628715783477918
stride1hycqqm6myykq00zmh8c4kafnu32ydtqy2mw7gz,3380000,3.38,1.6272529674077678
stride1hz3pu3vze8yc9efxd0gg44vp2p9dpdhasqqkpj,880000,0.88,0.42366349447302837
stride1hzkqj8uwaj7gf0c272gxq67e8udznkhcmre02l,250000000,250.0,120.35894729347397
stride1hzvlsqjxx5tarqfhlskjvst0kecxu3gnaqmxyd,12500000,12.5,6.017947364673699
stride1j34u5rshfj43s5aez4p5rjcjushucz7shlxuc0,130000,0.13,0.06258665259260647
stride1j3z2lah8c4ppfez9029224a7aptmt626ylaf8h,67500000,67.5,32.49691576923797
stride1j3zacrcywstjj0j9g032w76w6e0xp9s4ztzgyy,11900000,11.9,5.729085891169361
stride1j4732q4gmd8dsq9hjvmnvf0zny787w93xl9rq5,1010000,1.01,0.4862501470656348
stride1j5u4flfd4xmp7at9wwaujhuekyqmxp6zw6e9dj,6988460,6.98846,3.3644947552102042
stride1j6mtmgc2mcc4jvhgnxp87ggr03qhly3lv2mn0f,1000000,1.0,0.4814357891738959
stride1j88v2rsq697r5k3ld0te3vkpwy29ehv5fczcyn,29980000,29.98,14.433444959433398
stride1j89p2jyvh607p96saeh28sl9uyqtdky76dk5tc,5000000,5.0,2.4071789458694792
stride1j8lcyjssl25fclg6lupw5qhh72wpe22938lzzg,10858750,10.85875,5.227790875692041
stride1j97skql6tlf9ndpn660r5jetmq4n8x0fqz9zw5,1110000,1.11,0.5343937259830245
stride1j9jacv3pfrgy2sd9m9p9e7tn0xw5hknkt9x3h3,3000000,3.0,1.4443073675216875
stride1jdq7efmzmc8smscwmaw77vul7wptww74cjgtte,10000000,10.0,4.8143578917389585
stride1jfls3lfpzd203qhdfylk9gml2ndvpen5us9nmk,7600000,7.6,3.6589119977216082
stride1jfncfv0gltxjmw6kfvqval372djr4h7z8g2nqk,1800000,1.8,0.8665844205130125
stride1jg07a9elgw3u9vadqkzlvtcpf3xl75xwdncfru,5260000,5.26,2.532352251054692
stride1jh2hwfhgefm2fhaaskm6djlmur7pymw77pkkgz,50000000,50.0,24.071789458694795
stride1jhe5fujgm8j7xwl66m5yykjna32q3deuys8uct,35000000,35.0,16.850252621086355
stride1jhg348mscr6vhmh5ehhnjzmmpq90hjtj94reyp,11657900,11.6579,5.612530286610361
stride1jhm6vnyc82p0dmagta2rfflxg3j86mvrfkmjqh,94349450,94.34945,45.42320191887303
stride1jj0snz8hkd80kf086kak780tr3te4mmcy5k8k6,7100000,7.1,3.4181941031346605
stride1jkdes3q08gan2zghqu89ua2ra7sgz9pht5p0d7,5400000,5.4,2.5997532615390377
stride1jl249rmkkdh783nazp48h5j0sjdrwk5y68r5tl,100000,0.1,0.04814357891738958
stride1jl2843s5uat5zmm270wkzexlkvzzwms0v6jawp,293797460,293.79746,141.4446120123861
stride1jmakgjr8hzhg0t60s4qgel25v80l0t7ezlpky0,127590710,127.59071,61.42673416010769
stride1jpmcg9xmjsapmxly830w73gg9hw97frmk0yqmw,1422560,1.42256,0.6848712962472173
stride1jqjm409rumq68t3edx5p5kjuyvz6fl3rk9sx5s,3000000,3.0,1.4443073675216875
stride1jrytvgujpf5zyhpewpjtwelrgt5lnvsap3mpv0,4980000,4.98,2.397550230086001
stride1js45c952yfp93ygh6yyaz7avept066k0h00u5p,12480000,12.48,6.00831864889022
stride1jt0qcz2y9p58cpse4etjms804qdl3gunjhf9e2,116480000,116.48,56.077640722975396
stride1jt4lkv67ey7n6jxhn8a0lvqddqmdm96nt7wruz,1900000,1.9,0.9147279994304021
stride1jt59wglrqhmw08y9appg7cmwxkzu3mddu2dq7u,1000000,1.0,0.4814357891738959
stride1jtrw3e9a6ctxhxastq47tqgg6475q746tqp8jr,25000000,25.0,12.035894729347397
stride1ju5nvla353kmnxdlul3uadtet3j6kvggpcq7yl,10360000,10.36,4.987674775841561
stride1ju6eccjf44gkfle3zxdut83lhwnqs7xt222hdj,6000000,6.0,2.888614735043375
stride1juhf45hq45y50de00vmugj66mrkfrhcx9cjuwl,25000000,25.0,12.035894729347397
stride1jva9wjfya89xdrj75gaa83xsp3avyxlxzkwhkc,89480000,89.48,43.078874415280204
stride1jw2hdr3lwslpr420zhh4r7qnf5ypckjchsakmt,29927510,29.92751,14.40817439485966
stride1jwxjzpwdtglf7a35sackv0dn0hr9nk6h0pghy9,313160000,313.16,150.76643173769725
stride1jx7vaf0fey7ynyydy6wv49255cu6u6aar2kvm5,73000000,73.0,35.1448126096944
stride1jxhelzd7qgstqzl29xdx4ap4egx49kzxtdqasc,680000,0.68,0.32737633663824917
stride1jxwyvav79cq9gq9lv5mv9dqtma3akswuvng77t,7480000,7.48,3.6011397030207415
stride1jxz4duzmlj9y42awue3hkd0f088gt9jph4thdl,41000000,41.0,19.73886735612973
stride1jypavylyp3ddy2u5qtv472v8hhcjkxwvcd0whf,169637710,169.63771,81.66966478750248
stride1k02xsnap39yxk6l43npez5wkehhw37h4520x8u,4980000,4.98,2.397550230086001
stride1k0ugk3wt9mfxm7hytzgd2sp6nsz3hmfae7mxp3,2480000,2.48,1.1939607571512618
stride1k278k46nsvnc9ahx0n94qwt9qul7vea69cf64k,1500000,1.5,0.7221536837608438
stride1k2tylf5v03v3ptxe85wynfyu2d2dtvwp3e27kl,29000000,29.0,13.96163788604298
stride1k3zhx2vn7s24wnf2456frnc7wcrjnw7wqmwkx3,6800000,6.8,3.2737633663824917
stride1k5zzsku4cz6mtm73tq6jt47e6n8l8a5u40v9ek,8886070,8.88607,4.278072123104481
stride1k7jf576xnk20u7k8ca85lsnsdsu9q7wadp3ykl,50000000,50.0,24.071789458694795
stride1k7qkg3e7euk8x8ssnkhmepdsstz0a7cz8fzax6,5980000,5.98,2.8789860192598975
stride1k7zwpxj4ej7q0kgvkughxzecmsfdvqd98j2w08,249980000,249.98,120.34931857769048
stride1ka4wtnrtmhvgct5wnx46py2gkyxads4yp4y6mx,28360000,28.36,13.653518980971688
stride1ka5dhuplt9kmtekghuwj7se7ly0sn4jkcw805e,40000000,40.0,19.257431566955834
stride1ka9q6qxqrt8jf9cpu4h0lw0w54ft74fka44ljw,12696570,12.69657,6.1125831977516105
stride1kdw752ttzzrltklc53xzxxt49prydqz5lcw4sj,34780440,34.78044,16.744548579215333
stride1kfrjwuur93wthdwc6kpf36lwftdzz22we8qflj,93000000,93.0,44.77352839317231
stride1kkxgg2lhz753wgrrgl0ehzp5lxfam9qsahre4k,188241550,188.24155,90.62621917956737
stride1kmvq8ev7fkfj4zj73pra899png9kjmvzql9jy6,6980000,6.98,3.3604218084337933
stride1kp5kc3h8gm0tm2s6pxrmug2aquv92tgyfw9ywx,1480000,1.48,0.7125249679773659
stride1kpx0mrlnfll9a7m9kwj2uh5v2qkdg4ar9gs0xe,3980000,3.98,1.9161144409121056
stride1kpxzd256pawv40r4azwznnc800lxc8vg2xs43q,15012033,15.012033,7.2273299544595675
stride1kpzx9nxdf7drx3vft54ej9jcxan3pnmd9lm72c,7800000,7.8,3.7551991555563875
stride1kr4wjjlmmsk99cmz8rr3ju8eqwtp7efe04qr2v,2480000,2.48,1.1939607571512618
stride1krfmhqvfzmxex5uw5atjwfs9xpqel6hvrkj2s8,150000,0.15,0.07221536837608437
stride1ks3h4q0qg58ptg22x9nrjj9vmje847fgukf26x,500000,0.5,0.24071789458694795
stride1ks3p0rtxkph9us3rg5z3as2hl4gfq4fuky7rwf,21980000,21.98,10.581958646042231
stride1ktyep5shj972cc7j0ksjduytff5jaeqhv7zg9e,50470000,50.47,24.298064279606525
stride1kw5qtpnh2eghrtu49l92v8lzcnvl8a049e5vnq,4900000,4.9,2.3590353669520896
stride1kwjc6pv8y4d7lwgfl26vj4c847pqutnym7ruzc,32000000,32.0,15.405945253564669
stride1kwtmealuwjmmwlfz7r877p0k9zveuh07fgr248,400000,0.4,0.19257431566955832
stride1kyaa5h8evpcsvsfaquqg62mkec9gk77vjf8ny5,17500000,17.5,8.425126310543178
stride1l0f2ckdsx07jnxcy3ucq5x3fw6ttnrgjgen6zv,20900000,20.9,10.062007993734422
stride1l2j2a88sxhescp6pf53alc8te7mm5fx9wehuvy,5000000,5.0,2.4071789458694792
stride1l2wq92vxayv9lhs6969hq73m0qsrr9jelymwg0,19000000,19.0,9.147279994304021
stride1l3hlfuw83f43aff3j5mr44kjlt9qmwvfdfjv58,200980000,200.98,96.75896490816959
stride1l5quvzk60u99699pfzekgwn7r7pfewwj3kmaul,15980000,15.98,7.6933439109988555
stride1l5x5tzg9v723nurtvkppst9e0q3lmkncgdr6z7,790000,0.79,0.38033427344737775
stride1l658lngke5dndaycm8mh70jm7p9mfhhnyvjycg,3200000,3.2,1.5405945253564666
stride1l6yl70efpg785kyekcp0m0epawd6wvchsawp8w,1480000,1.48,0.7125249679773659
stride1l743gzpc0xhymud2lhpsatl699u8kxe00z455u,1000000,1.0,0.4814357891738959
stride1l96r7vakhwjg8jrd95pr3nvlefwzashaahrhmc,101000000,101.0,48.62501470656348
stride1ladksdscgaduysdpqxrdnhkmluxyez53f0emrg,105479999,105.479999,50.78184656062675
stride1lafjclj8wzded7qn5jqsu90clekvyrxp6v3dx2,10980000,10.98,5.286164965129377
stride1lcfgsnhlgxtq8dklaljz87d4yak666k5ljq7es,1500000,1.5,0.7221536837608438
stride1le44m5k33mf5akamjak3ncndr532l66xtcj8zq,8700000,8.7,4.188491365812894
stride1le4tamras80hs4w7mr0jzr3z6kugzrjfwdcj6n,269960000,269.96,129.9684056453849
stride1leqg0lmvx2glmum8f8nhpxykq065u322egj2ag,411030,0.41103,0.1978845524241464
stride1leyc5jack8r2qec0flpmmvs348h5lcgry6rfy2,19980000,19.98,9.61908706769444
stride1lhfnsx0yp5g7nl7m6pk5d4d03d4t5997tksuw3,18767130,18.76713,9.035168042079098
stride1ljrtvgenhmzjdunrhmntn8uckx7czyc2amznz8,6300000,6.3,3.033045471795544
stride1lkrd86urrmhmsvgzfygjsguv3cgv00369zrr4y,5208670,5.20867,2.5076401519963962
stride1ll0kes9cnl7c56j52wt6aen453tldz5xvdllx4,10559510,10.55951,5.083726030139645
stride1llm06cp3mrsp845g6kkwmuevdj5rsvapygh40g,2080000,2.08,1.0013864414817035
stride1lngx80r8tqspq4fem7ahzstdyrqke2fgzfhq2n,17260000,17.26,8.309581721141443
stride1lprtpwkfyp58vt069f9q42m7e0dfznetv0r6z8,9980000,9.98,4.804729175955481
stride1lq02xxe2rffx2lax5wpked3pl5vjxadqn5vs2l,1000000,1.0,0.4814357891738959
stride1lql8dml3wk8c6qznwethcj4z9w8858e5qkpwyq,2000000,2.0,0.9628715783477918
stride1lqxwzkacyjf7x5m9wn9z5kvtfmu7s83tfql0fk,150000000,150.0,72.21536837608437
stride1lspy7yu506jz2qa0npwuut22qayde49umkpr9e,500000,0.5,0.24071789458694795
stride1lswwxvgqaujgman2yeum4chl2whuw5xeznjegh,3016000,3.016,1.4520103401484699
stride1lt88ptt6fd5lfl7q0qrxgd9q08cqf2tw7l0jfq,4980000,4.98,2.397550230086001
stride1lv98xzag8342amhffrhp5nzegzyurxkclh5qrp,128871940,128.87194,62.04356413627096
stride1lvq0fkkzyn54xe47m0x4e6t4ujr0mpdvx0vgrz,19929610,19.92961,9.594827518277967
stride1lw7y4zkekqdswetus7qd4jfyppa23lfw6rme32,7100000,7.1,3.4181941031346605
stride1lwesnzfu88k25rdq74hszrlu2ccfxmahj7jtr8,2700000,2.7,1.2998766307695189
stride1lyhe9syygu6nwkf3jsg6vs4xneqektltzzelw2,1600000,1.6,0.7702972626782333
stride1lyn2h02n0e9hjyhm5x2r9rz6zygyweqejzuyrv,8980000,8.98,4.323293386781585
stride1m2a2l2zjas0kd3cfuq0cvhcy739wly7rl8jqlw,13280486,13.280486,6.393701258022875
stride1m2am7vwgtvmc3qafceu6uv52leedspv37pg0vc,6525220,6.52522,3.1414744402332886
stride1m3h3gtkhx8rt7hm4fh9430t083v2uxjjrkdq29,2080000,2.08,1.0013864414817035
stride1m3myrk7tvfg89af39ppdft3de2qek7c9vgypgy,771180,0.77118,0.371273651895125
stride1m3rppnp8ycrcwsvex3stsh2mg72s9xk4fg5hfh,2643670,2.64367,1.2727573527653535
stride1m454u7rduta4mhqjem9mjfj0klnrhc6kjveq2k,2080000,2.08,1.0013864414817035
stride1m4ujurqcq36c9prnksef9kc4rfrjfnjl2w60gn,5480000,5.48,2.6382681246729494
stride1m58hlx2juqrvhhu075szmd63zq2uls2q20jz8z,280000,0.28,0.13480202096869084
stride1m7j6emd254cyee3g0s8yhlhvrgj40syue9ckc3,1960000,1.96,0.9436141467808358
stride1m87cxqdn2sv5s3j45h0999dc2zp69l5mdnrejn,31180000,31.18,15.011167906442072
stride1m8laq6hgqfzfchyav7k2q8cmkktryve2dp3kd9,5980000,5.98,2.8789860192598975
stride1mcazr8y25z7gxycyl6ten6f0e498zaftj5qmfl,200000,0.2,0.09628715783477916
stride1mcn7ard4gz7y2hdcscqkpj7rt8k60g8spnyfgg,1533204400,1533.2044,738.1394702788895
stride1mcrnf2n2vmmut5j7upluehstxh4yenzt5k2mrw,220000,0.22,0.10591587361825709
stride1mdz8g7pgrqur9rzu8aj5lu0gfdyl2p99cp3ckr,250192730,250.19273,120.45173441312146
stride1mf2x37nuhsjdqwv79jk4m4q20qrphsthdfgnrh,1980000,1.98,0.9532428625643138
stride1mgw9v956pmnetnvfrwu4mshep72zzl5an5r623,14759290,14.75929,7.105650428796389
stride1mj4lszmrrrwtyu7gl9rmn3lltxernzqf6ggw3q,128572990,128.57299,61.899638907097426
stride1mk02pkyl73ap6d4tfkmydaeplh66kmee0udlej,118000000,118.0,56.80942312251971
stride1mlw5xcl5utswvq0jdsvyuq6c2aq9xjx86d407a,10080000,10.08,4.8528727548728705
stride1mmfl8uz5ff008rr7v76nts8wunsw0nu2s22y3w,1100000,1.1,0.5295793680912855
stride1mtpfcaa8jcezsnvmyysq426ed4jmc04ykxwn7g,27980000,27.98,13.470573381085607
stride1muepsp5jhgxznmzl9l0ry82jtxereua9pxf0h3,12093270,12.09327,5.822132986143
stride1mvp63mxctj4k533f50gmcknh6dtfjn83y9tjcj,31594900,31.5949,15.210915615370322
stride1mvw5pea3ew30tmmy3qu3mc8cjtx4p328fl6tsa,34980000,34.98,16.840623905302877
stride1mww026ds93lhn4skcn3dpz568xh5ag8rqmryah,1000000,1.0,0.4814357891738959
stride1mwyfttzgnh0v4wxytahvxku8pa8522jzl4tg4l,1500000,1.5,0.7221536837608438
stride1mx4zxmq9l3an7a2mgzs0cvcdernz633n93ngdr,15000000,15.0,7.221536837608438
stride1mxe4exa3qsch0wk7zh2sh4225jn9vkmgd2a5wv,12261920,12.26192,5.903327131987177
stride1mxjl2fcc3wczxqpmjuh74zpzcaxjdf3dfvnz8d,1980000,1.98,0.9532428625643138
stride1myq9msxztjtmdv2uwmhsx6ukenpr92q89dn7sr,15000000,15.0,7.221536837608438
stride1n2cldk23ff57mv8xj0k4s6ep2ejj62aqvhjh63,324680,0.32468,0.15631257202898052
stride1n308e3f3yu59txp4vpdxgvw0g769akcffskp7j,1556330,1.55633,0.7492729617650093
stride1n3y3j84es52sr6d6c5f92vnw6m2czh02lsxg0h,18480000,18.48,8.896933383933597
stride1n4xjvwkk9hvtkfn9kr84sqgpvf64rjpvcl9a5j,130000,0.13,0.06258665259260647
stride1n58lnh38kwnqner6rqyvw3hfl59q3g53cde3f2,37462440,37.46244,18.03575936577972
stride1n5ca5hg7h5mnvw604da9wa5jscptwm8vtfaa9d,150000,0.15,0.07221536837608437
stride1n5xlv44n250tljnle0fn68l5j7jc4m67we79vh,480000,0.48,0.23108917880347
stride1n7ffvu7tqrqnz526gdkzse5cfv5dar2uu3e4fe,5131900,5.1319,2.470680326461516
stride1n8c9n32vj630dzaexzmhekn50ddjjmj6v5v7at,1070480,1.07048,0.515367383594872
stride1n93esxf3her0vszqzyskq5lp763qhs3dx0c99k,10258000,10.258,4.938568325345823
stride1nck2d2hfqseyl4n68gyj6tcehq3tr4eqcjm6zu,1480000,1.48,0.7125249679773659
stride1nd0rqaxs6qwh860a6xm2e7v68jzgz39swd0m3a,21835681,21.835681,10.512478314384444
stride1ndd8sudd29u7xtfgzvk8uzrf2ttw8494kn8eyt,3000000,3.0,1.4443073675216875
stride1ndhtmrh3hl3tqf8353x3n3gsxgvtv4a7mw65pj,8980000,8.98,4.323293386781585
stride1ngexh8stfk7ng0ee3qhhyfeqq59k2n2ay9rtxy,24980000,24.98,12.02626601356392
stride1ngh3sa4jemvnewzx5u2yq2h6yyq35ggmd7p3j8,1045290,1.04529,0.5032400160655817
stride1ngm7wwfhk4z08wq70dut0hufqn7audjc5gnk42,29980000,29.98,14.433444959433398
stride1nhnetkvdhet2z9ahhwx02ctnn9rlf9063z6jw5,820000,0.82,0.3947773471225946
stride1nhufkzwyfftc082s86mvxufyscux8uy3c0nskq,29980000,29.98,14.433444959433398
stride1nhy7mktte25scvqw7s57yewnp89kph9fkgxgan,15000000,15.0,7.221536837608438
stride1njqv5ayhnlxasfzah2msfrn7cu0jdpzdh52rdf,1080000,1.08,0.5199506523078076
stride1nkeppe75ed453684uw9lyp202keev34gmj4aqj,12262471,12.262471,5.9035924031070115
stride1nkqj7l7yl2hpad74fzhu30w5ddzkdaeauxzq2x,3916504,3.916504,1.88554519404272
stride1nlz888rvfn58uahmks6cy4n8m0nswx7ay6z48e,24980000,24.98,12.02626601356392
stride1nm2s7g4p5wf0q9y5vvvhj2cfwedvqea3cqkmw5,971000000,971.0,467.4741512878529
stride1nmh039s4fnd29ahfhg077l52cmkw3mju55dvyh,1460000,1.46,0.702896252193888
stride1nmhjvw4zsn0a8xgzv62ta074w3mlwl0vj28d3l,284978742,284.978742,137.19896555255406
stride1nr65nrwa779lvqdxk7w8g0hhy77q28uxdlwufl,6980000,6.98,3.3604218084337933
stride1nre2kdpnxavz05wj93ljd0ehcz3kzgq6h5c6hn,12681890,12.68189,6.105515720366538
stride1nrqzudmw7s73ngm6f2qkwu5dj6yqyar3z2eu6t,99980000,99.98,48.13395020160611
stride1ns0yypnn2d8zryhkap0ak8w4yp9yyen3wq4wvs,9980000,9.98,4.804729175955481
stride1nt77cszywcxnu7kuxq3cf68fqnwdgyerlafzy7,13595070,13.59507,6.545153254324356
stride1nu4qd0pfr562ajmt6vxt0zn8rgwghh3nsthyv7,1049000,1.049,0.5050261428434167
stride1nv78gpdhl2azmlhhs84n7gkmg6dz4ztrn6909w,4000000,4.0,1.9257431566955836
stride1nvn4sfc3r2d69c7v0j9v7ak87xepz9q5wdfs23,48500000,48.5,23.349635774933947
stride1nwa822ylfcefxqmcelnygpz6f2eyqrcaxe0rv9,2211910,2.21191,1.064892636431632
stride1nweuta2sl6auptf6xwwphedlepe3qr869g8hx4,2800000000,2800.0,1348.0202096869084
stride1nxtgq852sg2z4dpdctnjzph549s7vj8pgugmpx,59000000,59.0,28.404711561259855
stride1nz0szznjs6xp6y96qprcye5me5u09qpc9rpmmv,3230000,3.23,1.5550375990316836
stride1p0kercl50w777prdvrevnwmvkcemg2qnq49dge,1480000,1.48,0.7125249679773659
stride1p0uesu8nf4fgh8xxmper5gqthd4wz6xta5mxhx,11000000,11.0,5.295793680912855
stride1p383tst9addrgmf320a6zckvsc3sfh5h3car0e,2000000,2.0,0.9628715783477918
stride1p3q7ytntn2dfcazmx37vah8xl9uz4chhug2r0u,1500000,1.5,0.7221536837608438
stride1p49m0addkldtkhprxswrlegnx3yhx0s0rectsw,218653510,218.65351,105.26762514249234
stride1p77sfv0aefkxst0uuc5vvavuvp08jw3geej2m6,15000000,15.0,7.221536837608438
stride1p8vjk9eqkcd456f6cu5f9y3922we4ks8khsq78,1805980000,1805.98,869.4634065322724
stride1p9gslne7tkq6s0c6uxcspsp9e6mdpamxhnchls,6380000,6.38,3.0715603349294556
stride1pd7a7svpnclqvhjptvm20akd5dkxfx558wg92p,10600000,10.6,5.103219365243296
stride1pfcldpdj62zdz3gs52rf2gfpclf9tuuu3lmhx3,2220000,2.22,1.068787451966049
stride1phw55ggjkpk9qf2ljx8kj8zd37ny0s9umvu0gc,130000,0.13,0.06258665259260647
stride1pj542zfqux96www8g0t9wnsa7j93m4w52ezqvm,451350,0.45135,0.21729604344363787
stride1pk502zmlu5jre3n7q769nfv79pky9862qh76up,34680000,34.68,16.69619316855071
stride1pk8rarmyzjxgywgqc663zjtm7rkpv0qqkr9rdg,3130000,3.13,1.506894020114294
stride1plefgp5k4k7lj7q05zdgmwrx27vf6g3d35ppwc,75815190,75.81519,36.500145829018855
stride1plvc5rje5ux0un6jze7zq3fx5n6430nwrzchsg,18780000,18.78,9.041364120685765
stride1plxg2kl7x4yth3yjmv99r3wpx9qqhmhtzqpk44,1325306,1.325306,0.6380497400068993
stride1pndf8qxa5te9al92t849qr20h5zqj0gjs54fxr,1595840,1.59584,0.7682944897952699
stride1ppm3cp6hfhwlea25ezclcju3w72pgwyz59u4e2,7800000,7.8,3.7551991555563875
stride1pq0p9mz0kkrmxdrkqdymlwpeefqdz3zskywey2,980000,0.98,0.4718070733904179
stride1pr3hpz86vp9tck5cuvwvhxcytcnehz2f9nparc,6500000,6.5,3.1293326296303228
stride1prcmpmwggaxt8v8csvcpz9vc6dnnrr5q5guawu,157050,0.15705,0.07560949068976035
stride1prhq72xcwrtvmvhru3a8cwdl6gzpd27y7s7gz8,105000000,105.0,50.55075786325906
stride1prj6hn6lme0dxefcletsms8ndrtqcgjk04hqgl,4100000,4.1,1.9738867356129728
stride1psut3wswfp0ft683g78u2ymea4w9kcnepzdlz0,739957440,739.95744,356.2419940814957
stride1pt5faxfnjy8fhldu0y3t6evl9ujdwg2r9x45a3,200000,0.2,0.09628715783477916
stride1ptad520kmv5f8huvp8942p26pr8qcuvw7wj4qy,10980000,10.98,5.286164965129377
stride1pwf797f3m6uzcc93jshj7zxks5uqt74rghjwx9,18587890,18.58789,8.948875491227568
stride1pwwjxznh2znm3jfqxvfgzy6jmpdax3av3zvzgr,1000000,1.0,0.4814357891738959
stride1px08f3m0fjqj3eay0nfvecfkz7asu2f7umu5em,142000,0.142,0.06836388206269321
stride1pxjhyng85eamrhyuuyttzy2e6ncudstw5szyq0,180000,0.18,0.08665844205130126
stride1pzf3gcr9zefqkgmg8v4k2jcklt436fpkv00rn9,230800000,230.8,111.11538014133517
stride1q2fgwe7d8zhtp6tt36kq693agau9m3jwt9rlg5,3642220,3.64222,1.753495060044947
stride1q4aw0vtcydtn7lqmkfprm4ncmr4jdj70a3mar3,100000000,100.0,48.14357891738959
stride1q65vnvj4cldkg603t8t55l0rslnmrtd7j8rvy0,8350000,8.35,4.01998883960203
stride1q6chmq4639zrv4uy5nxs6pzzp5kyf9gv07r2wn,980000,0.98,0.4718070733904179
stride1q6pul04yg9q3njna0xy7ujwnhkuc76n8725t9v,4980000,4.98,2.397550230086001
stride1q6qa068qy3r8tdhjxs83t8uqlzvm5vmh3ph2qa,9800000,9.8,4.718070733904179
stride1q7ywysu3ar47ps7pluy4nhtavkxuqrj7pwmef0,9980000,9.98,4.804729175955481
stride1q88ke63atg20agpqdk84u7ymjhggw02eef46ck,25000000,25.0,12.035894729347397
stride1q93xkwtfv7nut0eqjjws377wkjk972656d3ps0,1000000,1.0,0.4814357891738959
stride1q9x4e97v9qzqkw9q9hc7n9drzagrj9mq8tn8mp,600000,0.6,0.2888614735043375
stride1qaatly6re4hmu20cq3yty4q73s45faf9zafapn,1000000,1.0,0.4814357891738959
stride1qdandaxvk85j7379days3c8qpwy6ceweqs3vg3,14980000,14.98,7.211908121824961
stride1qe72r9a6zm8z2mr4a6pkv9sgvmjaetydgc864k,3000000,3.0,1.4443073675216875
stride1qf08dql0ufmq78rs9ecnk9cexm3asprek9wxv2,1500000,1.5,0.7221536837608438
stride1qfqznkzcmzupsnqrsmtu9x6xr2cn5rfp8vjhph,10000000,10.0,4.8143578917389585
stride1qgjfsgk7p5x4e6lr308hlmrujtw8dls0j5aut6,6000000,6.0,2.888614735043375
stride1qgkcxapy366yxwf2cg6pj56nedu7rcs868zseu,1000000,1.0,0.4814357891738959
stride1qj3hugefcs8l0hk9k2pqpgwyu6tq3xfn3yfy76,5980000,5.98,2.8789860192598975
stride1qkfmakm3h97uafajfwx24lecafl5e8s5kpxe86,56000000,56.0,26.960404193738167
stride1ql42ar9zughzk83u4cw73dne4l72mk7ne95397,2361840,2.36184,1.1370743043024742
stride1qlejq4jsqxc08h963guwy0qrhr930enwul7dyv,717150,0.71715,0.3452616762060594
stride1qlhg8dtgkwvzzmdztwy9mv4aegj97lu9dfmr9t,650630,0.65063,0.3132365675102119
stride1qmfssqxw00r7cuv3t6a7vu4jxt7mvf557q8fg9,15530000,15.53,7.476697805870603
stride1qmrazm0hgfk3u5x48achnjxq976y3my0t4pe43,1000000,1.0,0.4814357891738959
stride1qncmeheqhsj44r7jre5a3apc2e7s374ngyqv9g,108200000,108.2,52.091352388615526
stride1qqjve35yyueqft8dw00l0w9ugpwcs4pg7pcawz,1020000,1.02,0.4910645049573738
stride1qqmvvxrpvmntx2f9z6j7squhvs7qpxey9fvkv8,1010000,1.01,0.4862501470656348
stride1qt4lvwamt3sqg7yqwg89kf8n65smmmtnaeff8r,230000,0.23,0.11073023150999604
